,TodayID,ID,today,weather,temp,dust
396,Today397,dummy25,2022-06-09 06:00:00,fog,17.0,78.7
397,Today398,dummy85,2022-06-11 14:00:00,rain,27.1,22.9
398,Today399,dummy13,2022-06-08 11:00:00,cloud,27.4,85.4
399,Today400,dummy68,2022-06-09 03:00:00,sun,17.2,15.0
400,Today401,dummy50,2022-06-08 05:00:00,rain,17.0,140.8
401,Today402,dummy63,2022-06-09 13:00:00,rain,26.3,21.5
402,Today403,dummy77,2022-06-10 17:00:00,fog,29.3,79.7
403,Today404,dummy40,2022-06-11 20:00:00,cloud,27.6,116.4
404,Today405,dummy85,2022-06-11 21:00:00,rain,17.9,105.4
405,Today406,dummy3,2022-06-10 02:00:00,cloud,18.9,62.9
406,Today407,dummy61,2022-06-10 07:00:00,sun,22.3,22.4
407,Today408,dummy75,2022-06-11 02:00:00,sun,18.3,78.7
408,Today409,dummy52,2022-06-10 13:00:00,cloud,29.7,28.8
409,Today410,dummy61,2022-06-08 10:00:00,fog,17.0,23.2
410,Today411,dummy65,2022-06-11 00:00:00,sun,29.7,37.8
411,Today412,dummy71,2022-06-08 06:00:00,rain,27.5,126.8
412,Today413,dummy34,2022-06-08 06:00:00,cloud,26.1,45.9
413,Today414,dummy92,2022-06-09 15:00:00,rain,21.6,56.1
414,Today415,dummy63,2022-06-09 12:00:00,rain,27.2,134.5
415,Today416,dummy40,2022-06-08 17:00:00,sun,25.3,133.6
416,Today417,dummy6,2022-06-09 09:00:00,rain,24.3,63.4
417,Today418,dummy65,2022-06-11 07:00:00,cloud,16.3,60.4
418,Today419,dummy34,2022-06-10 19:00:00,fog,15.1,134.9
419,Today420,dummy51,2022-06-08 16:00:00,cloud,26.2,2.7
420,Today421,dummy30,2022-06-09 00:00:00,sun,26.2,117.4
421,Today422,dummy36,2022-06-08 15:00:00,sun,25.7,1.9
422,Today423,dummy100,2022-06-09 00:00:00,rain,21.3,90.4
423,Today424,dummy40,2022-06-09 15:00:00,fog,29.8,2.1
424,Today425,dummy92,2022-06-11 10:00:00,sun,22.7,126.5
425,Today426,dummy44,2022-06-08 13:00:00,cloud,21.2,137.5
426,Today427,dummy66,2022-06-10 09:00:00,rain,24.4,51.3
427,Today428,dummy22,2022-06-10 16:00:00,rain,18.6,46.8
428,Today429,dummy83,2022-06-10 06:00:00,rain,25.4,136.9
429,Today430,dummy62,2022-06-10 02:00:00,cloud,22.6,30.4
430,Today431,dummy62,2022-06-09 14:00:00,rain,30.0,149.4
431,Today432,dummy7,2022-06-08 20:00:00,cloud,17.3,62.9
432,Today433,dummy9,2022-06-11 12:00:00,rain,16.2,17.5
433,Today434,dummy63,2022-06-11 05:00:00,fog,19.2,114.9
434,Today435,dummy62,2022-06-09 14:00:00,cloud,26.8,2.1
435,Today436,dummy71,2022-06-09 18:00:00,sun,15.9,6.4
436,Today437,dummy9,2022-06-11 22:00:00,cloud,16.3,15.1
437,Today438,dummy18,2022-06-11 14:00:00,cloud,18.4,16.8
438,Today439,dummy15,2022-06-09 06:00:00,cloud,19.1,122.2
439,Today440,dummy59,2022-06-09 02:00:00,sun,16.1,48.7
440,Today441,dummy10,2022-06-09 11:00:00,sun,16.8,53.9
441,Today442,dummy1,2022-06-08 17:00:00,cloud,17.3,128.2
442,Today443,dummy36,2022-06-08 17:00:00,fog,25.4,72.9
443,Today444,dummy18,2022-06-11 11:00:00,cloud,16.5,78.7
444,Today445,dummy25,2022-06-11 04:00:00,sun,18.1,35.4
445,Today446,dummy43,2022-06-08 19:00:00,sun,24.2,96.5
446,Today447,dummy59,2022-06-10 11:00:00,rain,15.2,124.7
447,Today448,dummy70,2022-06-11 20:00:00,rain,19.9,37.1
448,Today449,dummy2,2022-06-10 05:00:00,fog,19.4,60.6
449,Today450,dummy94,2022-06-10 10:00:00,fog,17.2,83.9
450,Today451,dummy93,2022-06-11 21:00:00,cloud,15.3,7.9
451,Today452,dummy91,2022-06-11 01:00:00,cloud,29.1,78.1
452,Today453,dummy97,2022-06-08 12:00:00,fog,22.1,139.6
453,Today454,dummy95,2022-06-11 11:00:00,fog,16.1,84.5
454,Today455,dummy63,2022-06-08 22:00:00,fog,20.3,138.7
455,Today456,dummy93,2022-06-10 03:00:00,rain,25.3,119.2
456,Today457,dummy87,2022-06-11 02:00:00,fog,22.1,108.1
457,Today458,dummy61,2022-06-11 08:00:00,sun,17.6,31.0
458,Today459,dummy61,2022-06-10 19:00:00,rain,19.0,43.7
459,Today460,dummy94,2022-06-08 20:00:00,sun,17.2,3.3
460,Today461,dummy84,2022-06-09 14:00:00,cloud,26.3,48.6
461,Today462,dummy35,2022-06-10 13:00:00,fog,20.2,15.9
462,Today463,dummy59,2022-06-09 00:00:00,rain,24.7,140.0
463,Today464,dummy46,2022-06-11 14:00:00,sun,17.0,121.8
464,Today465,dummy24,2022-06-10 03:00:00,rain,21.7,49.2
465,Today466,dummy66,2022-06-09 10:00:00,fog,23.8,9.0
466,Today467,dummy71,2022-06-10 08:00:00,rain,29.8,81.8
467,Today468,dummy24,2022-06-10 23:00:00,fog,19.5,49.5
468,Today469,dummy5,2022-06-09 00:00:00,sun,23.7,84.2
469,Today470,dummy19,2022-06-09 04:00:00,fog,15.6,57.0
470,Today471,dummy83,2022-06-11 01:00:00,cloud,29.5,2.6
471,Today472,dummy80,2022-06-11 05:00:00,cloud,24.0,125.9
472,Today473,dummy54,2022-06-10 14:00:00,sun,18.8,7.4
473,Today474,dummy31,2022-06-10 22:00:00,rain,23.5,148.6
474,Today475,dummy9,2022-06-08 07:00:00,rain,21.2,5.0
475,Today476,dummy29,2022-06-08 02:00:00,rain,18.8,59.5
476,Today477,dummy54,2022-06-08 00:00:00,fog,19.3,107.3
477,Today478,dummy61,2022-06-10 04:00:00,cloud,21.0,40.2
478,Today479,dummy66,2022-06-09 19:00:00,rain,16.9,90.5
479,Today480,dummy57,2022-06-09 03:00:00,rain,29.9,46.0
480,Today481,dummy12,2022-06-08 17:00:00,sun,24.9,59.5
481,Today482,dummy43,2022-06-11 08:00:00,rain,24.1,9.7
482,Today483,dummy6,2022-06-10 06:00:00,rain,16.0,58.0
483,Today484,dummy96,2022-06-08 22:00:00,rain,23.7,0.0
484,Today485,dummy43,2022-06-10 12:00:00,rain,23.9,54.9
485,Today486,dummy57,2022-06-09 07:00:00,fog,17.0,96.5
486,Today487,dummy45,2022-06-10 22:00:00,cloud,21.4,124.0
487,Today488,dummy11,2022-06-09 21:00:00,fog,17.8,143.3
488,Today489,dummy48,2022-06-08 06:00:00,rain,20.4,148.9
489,Today490,dummy89,2022-06-08 21:00:00,sun,23.8,90.0
490,Today491,dummy17,2022-06-09 13:00:00,rain,16.7,2.9
491,Today492,dummy22,2022-06-08 13:00:00,cloud,17.5,94.1
492,Today493,dummy58,2022-06-08 05:00:00,sun,17.8,46.1
493,Today494,dummy14,2022-06-11 13:00:00,fog,15.4,113.3
494,Today495,dummy87,2022-06-09 04:00:00,cloud,22.9,134.6
495,Today496,dummy46,2022-06-09 00:00:00,sun,23.0,43.9
496,Today497,dummy22,2022-06-08 10:00:00,rain,27.6,54.4
497,Today498,dummy63,2022-06-09 17:00:00,rain,20.5,68.6
498,Today499,dummy19,2022-06-09 19:00:00,cloud,20.2,148.4
499,Today500,dummy82,2022-06-10 12:00:00,cloud,20.1,70.5
500,Today501,dummy89,2022-06-09 07:00:00,cloud,25.9,146.3
501,Today502,dummy29,2022-06-08 00:00:00,sun,25.1,34.4
502,Today503,dummy78,2022-06-10 20:00:00,sun,27.2,130.0
503,Today504,dummy6,2022-06-09 14:00:00,rain,16.6,131.9
504,Today505,dummy46,2022-06-09 13:00:00,fog,26.3,30.9
505,Today506,dummy56,2022-06-09 22:00:00,rain,29.7,92.9
506,Today507,dummy66,2022-06-10 11:00:00,fog,27.2,66.5
507,Today508,dummy11,2022-06-12 00:00:00,sun,27.6,146.4
508,Today509,dummy93,2022-06-10 10:00:00,cloud,18.0,53.8
509,Today510,dummy13,2022-06-10 06:00:00,cloud,19.3,115.7
510,Today511,dummy93,2022-06-08 10:00:00,sun,29.5,32.0
511,Today512,dummy76,2022-06-10 15:00:00,cloud,21.3,12.0
512,Today513,dummy79,2022-06-10 10:00:00,rain,25.2,88.8
513,Today514,dummy16,2022-06-11 15:00:00,fog,20.8,146.2
514,Today515,dummy89,2022-06-09 12:00:00,cloud,26.2,98.2
515,Today516,dummy77,2022-06-11 20:00:00,rain,18.8,11.3
516,Today517,dummy40,2022-06-09 02:00:00,cloud,19.9,48.7
517,Today518,dummy49,2022-06-11 22:00:00,fog,16.8,138.0
518,Today519,dummy91,2022-06-09 13:00:00,sun,24.8,16.7
519,Today520,dummy67,2022-06-09 09:00:00,sun,20.8,113.6
520,Today521,dummy91,2022-06-09 11:00:00,fog,17.8,10.8
521,Today522,dummy34,2022-06-10 06:00:00,cloud,22.3,95.0
522,Today523,dummy20,2022-06-10 17:00:00,fog,28.4,2.0
523,Today524,dummy49,2022-06-08 06:00:00,rain,25.2,55.8
524,Today525,dummy63,2022-06-08 05:00:00,fog,27.0,146.8
525,Today526,dummy24,2022-06-08 22:00:00,sun,15.4,141.6
526,Today527,dummy37,2022-06-10 22:00:00,cloud,15.9,10.7
527,Today528,dummy84,2022-06-10 03:00:00,fog,22.8,21.7
528,Today529,dummy98,2022-06-11 04:00:00,cloud,15.5,137.8
529,Today530,dummy76,2022-06-11 18:00:00,rain,25.2,41.5
530,Today531,dummy95,2022-06-10 04:00:00,fog,28.1,97.2
531,Today532,dummy100,2022-06-09 00:00:00,fog,23.6,51.3
532,Today533,dummy46,2022-06-09 11:00:00,sun,22.9,104.0
533,Today534,dummy26,2022-06-09 12:00:00,sun,19.0,83.4
534,Today535,dummy26,2022-06-11 18:00:00,rain,27.0,60.5
535,Today536,dummy83,2022-06-08 01:00:00,fog,29.0,2.7
536,Today537,dummy76,2022-06-11 09:00:00,cloud,26.2,42.5
537,Today538,dummy31,2022-06-09 02:00:00,sun,21.0,148.4
538,Today539,dummy66,2022-06-11 10:00:00,sun,27.9,132.0
539,Today540,dummy51,2022-06-10 12:00:00,rain,17.3,16.3
540,Today541,dummy25,2022-06-10 10:00:00,fog,22.8,34.7
541,Today542,dummy33,2022-06-10 19:00:00,cloud,18.4,133.7
542,Today543,dummy5,2022-06-09 22:00:00,fog,20.4,10.7
543,Today544,dummy70,2022-06-09 02:00:00,sun,26.3,81.5
544,Today545,dummy76,2022-06-08 12:00:00,sun,21.3,100.8
545,Today546,dummy92,2022-06-11 03:00:00,fog,25.3,132.1
546,Today547,dummy43,2022-06-11 16:00:00,sun,20.5,5.6
547,Today548,dummy41,2022-06-09 09:00:00,cloud,25.2,20.2
548,Today549,dummy61,2022-06-08 19:00:00,rain,27.1,8.7
549,Today550,dummy51,2022-06-08 14:00:00,rain,20.5,12.7
550,Today551,dummy36,2022-06-11 05:00:00,fog,17.1,111.6
551,Today552,dummy43,2022-06-09 05:00:00,sun,26.6,74.0
552,Today553,dummy54,2022-06-08 22:00:00,cloud,18.6,143.6
553,Today554,dummy88,2022-06-08 11:00:00,sun,24.6,72.7
554,Today555,dummy95,2022-06-11 02:00:00,cloud,23.5,84.0
555,Today556,dummy21,2022-06-11 17:00:00,rain,25.5,47.5
556,Today557,dummy54,2022-06-08 02:00:00,cloud,26.5,73.0
557,Today558,dummy26,2022-06-09 23:00:00,cloud,17.6,148.8
558,Today559,dummy26,2022-06-11 00:00:00,fog,28.2,41.0
559,Today560,dummy27,2022-06-10 04:00:00,rain,26.1,119.4
560,Today561,dummy64,2022-06-10 23:00:00,fog,22.3,13.3
561,Today562,dummy99,2022-06-10 16:00:00,sun,16.1,33.8
562,Today563,dummy74,2022-06-09 19:00:00,rain,16.2,79.6
563,Today564,dummy96,2022-06-09 07:00:00,sun,18.3,40.5
564,Today565,dummy29,2022-06-08 09:00:00,rain,30.0,51.0
565,Today566,dummy48,2022-06-10 00:00:00,cloud,24.9,54.0
566,Today567,dummy6,2022-06-08 13:00:00,rain,16.5,107.8
567,Today568,dummy40,2022-06-11 07:00:00,rain,22.3,148.5
568,Today569,dummy57,2022-06-11 18:00:00,sun,29.4,34.7
569,Today570,dummy63,2022-06-09 12:00:00,fog,24.1,12.6
570,Today571,dummy81,2022-06-11 04:00:00,sun,26.3,119.6
571,Today572,dummy100,2022-06-08 17:00:00,rain,26.5,81.3
572,Today573,dummy14,2022-06-09 10:00:00,cloud,16.5,105.1
573,Today574,dummy17,2022-06-09 21:00:00,fog,29.3,7.5
574,Today575,dummy65,2022-06-08 17:00:00,cloud,27.4,21.3
575,Today576,dummy63,2022-06-10 16:00:00,cloud,26.2,78.2
576,Today577,dummy92,2022-06-11 21:00:00,rain,22.5,58.7
577,Today578,dummy30,2022-06-08 23:00:00,rain,15.8,120.3
578,Today579,dummy89,2022-06-09 23:00:00,fog,29.2,138.0
579,Today580,dummy92,2022-06-11 01:00:00,fog,19.5,11.5
580,Today581,dummy44,2022-06-11 13:00:00,fog,23.4,2.9
581,Today582,dummy31,2022-06-08 13:00:00,sun,24.3,10.8
582,Today583,dummy93,2022-06-10 09:00:00,sun,21.2,126.4
583,Today584,dummy9,2022-06-08 00:00:00,fog,26.5,28.4
584,Today585,dummy93,2022-06-11 12:00:00,rain,17.9,97.5
585,Today586,dummy67,2022-06-09 01:00:00,rain,28.8,11.2
586,Today587,dummy30,2022-06-08 08:00:00,rain,21.1,38.1
587,Today588,dummy30,2022-06-11 06:00:00,cloud,27.2,28.8
588,Today589,dummy46,2022-06-10 17:00:00,cloud,17.4,1.7
589,Today590,dummy78,2022-06-11 22:00:00,fog,18.7,35.9
590,Today591,dummy35,2022-06-08 08:00:00,rain,16.2,143.9
591,Today592,dummy54,2022-06-11 01:00:00,sun,17.7,67.9
592,Today593,dummy9,2022-06-11 18:00:00,rain,22.1,143.4
593,Today594,dummy22,2022-06-09 08:00:00,cloud,16.5,109.8
594,Today595,dummy21,2022-06-10 18:00:00,cloud,27.8,89.8
595,Today596,dummy91,2022-06-09 20:00:00,rain,17.2,25.0
596,Today597,dummy72,2022-06-08 13:00:00,sun,25.0,111.3
597,Today598,dummy13,2022-06-11 21:00:00,cloud,16.2,80.9
598,Today599,dummy15,2022-06-11 08:00:00,sun,17.8,130.9
599,Today600,dummy15,2022-06-09 14:00:00,sun,21.8,58.0
600,Today601,dummy86,2022-06-09 05:00:00,sun,21.2,121.7
601,Today602,dummy27,2022-06-09 14:00:00,fog,26.6,30.9
602,Today603,dummy87,2022-06-10 19:00:00,fog,24.9,104.3
603,Today604,dummy78,2022-06-08 07:00:00,sun,22.8,119.3
604,Today605,dummy59,2022-06-08 17:00:00,rain,17.4,10.6
605,Today606,dummy90,2022-06-11 19:00:00,sun,16.7,75.4
606,Today607,dummy51,2022-06-09 18:00:00,sun,27.2,116.4
607,Today608,dummy5,2022-06-10 20:00:00,fog,25.9,80.5
608,Today609,dummy75,2022-06-10 20:00:00,rain,18.7,92.4
609,Today610,dummy39,2022-06-09 05:00:00,rain,25.9,130.0
610,Today611,dummy87,2022-06-11 17:00:00,fog,17.1,138.2
611,Today612,dummy100,2022-06-10 11:00:00,fog,16.9,34.6
612,Today613,dummy93,2022-06-11 00:00:00,fog,23.1,105.7
613,Today614,dummy96,2022-06-11 23:00:00,rain,27.0,26.8
614,Today615,dummy44,2022-06-08 19:00:00,sun,24.2,120.1
615,Today616,dummy4,2022-06-08 18:00:00,fog,24.9,147.5
616,Today617,dummy2,2022-06-10 13:00:00,rain,25.9,50.9
617,Today618,dummy75,2022-06-09 22:00:00,fog,15.9,37.0
618,Today619,dummy6,2022-06-09 14:00:00,fog,15.5,43.4
619,Today620,dummy57,2022-06-11 22:00:00,rain,22.3,125.2
620,Today621,dummy28,2022-06-08 17:00:00,rain,15.7,83.1
621,Today622,dummy13,2022-06-08 23:00:00,sun,23.6,149.1
622,Today623,dummy66,2022-06-09 22:00:00,fog,17.5,117.5
623,Today624,dummy82,2022-06-09 02:00:00,fog,25.6,17.8
624,Today625,dummy50,2022-06-08 10:00:00,cloud,28.4,76.6
625,Today626,dummy79,2022-06-11 18:00:00,cloud,20.3,145.9
626,Today627,dummy51,2022-06-11 17:00:00,sun,27.7,48.5
627,Today628,dummy95,2022-06-10 22:00:00,cloud,27.0,5.1
628,Today629,dummy70,2022-06-10 19:00:00,rain,28.6,146.0
629,Today630,dummy16,2022-06-08 02:00:00,sun,29.1,113.6
630,Today631,dummy86,2022-06-10 12:00:00,sun,26.6,32.2
631,Today632,dummy33,2022-06-08 12:00:00,sun,26.0,13.1
632,Today633,dummy31,2022-06-08 10:00:00,sun,28.1,26.1
633,Today634,dummy14,2022-06-11 05:00:00,cloud,16.2,127.1
634,Today635,dummy69,2022-06-09 14:00:00,sun,20.5,54.2
635,Today636,dummy49,2022-06-09 00:00:00,cloud,15.1,16.2
636,Today637,dummy71,2022-06-09 10:00:00,fog,20.5,16.6
637,Today638,dummy42,2022-06-09 08:00:00,rain,17.2,0.3
638,Today639,dummy79,2022-06-10 18:00:00,sun,29.1,11.7
639,Today640,dummy14,2022-06-10 11:00:00,sun,15.3,13.2
640,Today641,dummy71,2022-06-10 16:00:00,cloud,21.1,146.1
641,Today642,dummy32,2022-06-10 23:00:00,cloud,23.1,80.7
642,Today643,dummy22,2022-06-09 22:00:00,sun,21.7,108.3
643,Today644,dummy22,2022-06-09 15:00:00,sun,26.5,123.7
644,Today645,dummy76,2022-06-08 16:00:00,rain,20.1,98.3
645,Today646,dummy86,2022-06-11 01:00:00,sun,22.7,103.3
646,Today647,dummy38,2022-06-11 12:00:00,rain,28.0,45.8
647,Today648,dummy22,2022-06-08 12:00:00,sun,28.4,143.8
648,Today649,dummy90,2022-06-08 22:00:00,rain,17.3,144.7
649,Today650,dummy6,2022-06-09 12:00:00,cloud,16.3,79.9
650,Today651,dummy70,2022-06-08 09:00:00,sun,29.0,47.1
651,Today652,dummy29,2022-06-08 05:00:00,fog,15.3,135.9
652,Today653,dummy22,2022-06-08 04:00:00,fog,28.2,125.2
653,Today654,dummy47,2022-06-11 19:00:00,rain,26.7,50.4
654,Today655,dummy89,2022-06-08 22:00:00,fog,26.2,91.6
655,Today656,dummy10,2022-06-11 09:00:00,rain,21.5,144.5
656,Today657,dummy58,2022-06-09 15:00:00,sun,21.5,13.0
657,Today658,dummy37,2022-06-10 03:00:00,fog,18.0,52.7
658,Today659,dummy40,2022-06-11 11:00:00,fog,18.8,111.0
659,Today660,dummy30,2022-06-11 16:00:00,sun,29.5,31.2
660,Today661,dummy5,2022-06-08 06:00:00,rain,28.0,47.0
661,Today662,dummy66,2022-06-10 22:00:00,fog,26.8,22.5
662,Today663,dummy4,2022-06-11 19:00:00,cloud,19.0,14.1
663,Today664,dummy71,2022-06-10 01:00:00,cloud,28.4,67.2
664,Today665,dummy68,2022-06-11 06:00:00,cloud,28.1,147.3
665,Today666,dummy65,2022-06-08 02:00:00,fog,22.6,118.5
666,Today667,dummy52,2022-06-09 05:00:00,cloud,15.8,37.4
667,Today668,dummy41,2022-06-10 21:00:00,fog,23.7,68.5
668,Today669,dummy21,2022-06-11 13:00:00,rain,22.3,126.5
669,Today670,dummy8,2022-06-10 22:00:00,rain,28.9,92.8
670,Today671,dummy5,2022-06-10 23:00:00,cloud,18.7,103.7
671,Today672,dummy23,2022-06-10 04:00:00,sun,29.5,78.1
672,Today673,dummy99,2022-06-08 14:00:00,rain,26.3,75.2
673,Today674,dummy38,2022-06-11 03:00:00,cloud,18.8,95.9
674,Today675,dummy29,2022-06-09 04:00:00,sun,24.9,115.1
675,Today676,dummy19,2022-06-10 03:00:00,rain,28.7,59.9
676,Today677,dummy43,2022-06-09 03:00:00,fog,29.5,64.5
677,Today678,dummy5,2022-06-08 14:00:00,fog,29.0,131.9
678,Today679,dummy70,2022-06-08 11:00:00,fog,29.5,32.4
679,Today680,dummy14,2022-06-10 02:00:00,sun,18.3,120.2
680,Today681,dummy87,2022-06-10 04:00:00,fog,15.3,10.4
681,Today682,dummy79,2022-06-11 13:00:00,rain,17.7,147.3
682,Today683,dummy34,2022-06-09 02:00:00,fog,16.7,51.5
683,Today684,dummy22,2022-06-10 20:00:00,fog,27.2,40.0
684,Today685,dummy67,2022-06-08 17:00:00,sun,26.8,111.1
685,Today686,dummy95,2022-06-10 17:00:00,rain,23.9,95.7
686,Today687,dummy1,2022-06-09 07:00:00,fog,22.4,76.9
687,Today688,dummy63,2022-06-09 07:00:00,sun,26.3,122.8
688,Today689,dummy50,2022-06-08 12:00:00,rain,21.2,99.3
689,Today690,dummy17,2022-06-10 02:00:00,fog,28.5,99.7
690,Today691,dummy60,2022-06-08 23:00:00,rain,21.9,27.8
691,Today692,dummy52,2022-06-08 23:00:00,fog,15.3,130.1
692,Today693,dummy7,2022-06-10 14:00:00,fog,29.4,98.5
693,Today694,dummy58,2022-06-11 15:00:00,sun,15.3,9.7
694,Today695,dummy100,2022-06-08 04:00:00,sun,17.2,1.1
695,Today696,dummy26,2022-06-10 22:00:00,fog,27.9,37.4
696,Today697,dummy68,2022-06-10 10:00:00,rain,21.3,107.7
697,Today698,dummy68,2022-06-11 08:00:00,rain,15.5,91.7
698,Today699,dummy92,2022-06-11 22:00:00,fog,27.2,56.5
699,Today700,dummy23,2022-06-10 09:00:00,fog,22.5,42.9
700,Today701,dummy35,2022-06-11 23:00:00,sun,27.1,18.8
701,Today702,dummy52,2022-06-08 15:00:00,rain,22.5,29.2
702,Today703,dummy65,2022-06-09 22:00:00,sun,19.3,43.3
703,Today704,dummy98,2022-06-08 06:00:00,sun,26.5,9.8
704,Today705,dummy31,2022-06-09 17:00:00,sun,20.9,141.5
705,Today706,dummy62,2022-06-08 00:00:00,sun,19.7,116.7
706,Today707,dummy15,2022-06-10 15:00:00,cloud,17.6,25.7
707,Today708,dummy88,2022-06-10 14:00:00,rain,17.6,141.9
708,Today709,dummy92,2022-06-10 20:00:00,sun,20.9,140.9
709,Today710,dummy20,2022-06-09 23:00:00,fog,23.6,98.9
710,Today711,dummy58,2022-06-08 07:00:00,cloud,26.5,25.7
711,Today712,dummy2,2022-06-10 14:00:00,rain,17.5,97.3
712,Today713,dummy81,2022-06-11 23:00:00,sun,23.7,82.9
713,Today714,dummy16,2022-06-11 05:00:00,fog,29.0,53.7
714,Today715,dummy35,2022-06-09 16:00:00,sun,21.1,52.5
715,Today716,dummy89,2022-06-11 16:00:00,sun,23.1,111.4
716,Today717,dummy36,2022-06-09 16:00:00,rain,19.6,119.3
717,Today718,dummy8,2022-06-09 13:00:00,sun,29.2,39.4
718,Today719,dummy39,2022-06-10 19:00:00,rain,24.6,42.6
719,Today720,dummy31,2022-06-11 16:00:00,sun,26.9,41.7
720,Today721,dummy34,2022-06-11 00:00:00,cloud,22.2,43.7
721,Today722,dummy34,2022-06-08 09:00:00,rain,28.6,132.7
722,Today723,dummy38,2022-06-08 05:00:00,fog,22.5,15.3
723,Today724,dummy83,2022-06-11 18:00:00,fog,27.9,123.1
724,Today725,dummy90,2022-06-08 07:00:00,rain,21.7,29.1
725,Today726,dummy8,2022-06-09 06:00:00,rain,21.9,86.1
726,Today727,dummy39,2022-06-11 23:00:00,fog,27.8,144.0
727,Today728,dummy96,2022-06-08 04:00:00,rain,23.7,33.1
728,Today729,dummy14,2022-06-10 09:00:00,rain,27.9,79.0
729,Today730,dummy22,2022-06-10 23:00:00,cloud,22.2,103.2
730,Today731,dummy93,2022-06-11 19:00:00,sun,18.9,14.1
731,Today732,dummy57,2022-06-11 22:00:00,rain,19.5,32.6
732,Today733,dummy93,2022-06-10 14:00:00,rain,27.3,65.5
733,Today734,dummy60,2022-06-11 10:00:00,rain,28.4,141.5
734,Today735,dummy49,2022-06-11 17:00:00,cloud,16.3,38.8
735,Today736,dummy65,2022-06-12 00:00:00,rain,18.0,108.2
736,Today737,dummy4,2022-06-09 23:00:00,rain,26.2,35.6
737,Today738,dummy63,2022-06-08 13:00:00,rain,21.7,23.6
738,Today739,dummy58,2022-06-08 02:00:00,sun,20.6,45.4
739,Today740,dummy42,2022-06-10 11:00:00,rain,29.5,123.1
740,Today741,dummy74,2022-06-11 19:00:00,fog,18.0,128.8
741,Today742,dummy10,2022-06-11 20:00:00,cloud,17.2,59.1
742,Today743,dummy37,2022-06-09 15:00:00,cloud,27.3,58.1
743,Today744,dummy89,2022-06-08 01:00:00,rain,24.7,64.5
744,Today745,dummy79,2022-06-11 09:00:00,sun,17.6,103.2
745,Today746,dummy4,2022-06-10 06:00:00,fog,19.5,17.0
746,Today747,dummy18,2022-06-10 19:00:00,fog,27.6,58.7
747,Today748,dummy16,2022-06-11 01:00:00,sun,19.0,6.9
748,Today749,dummy89,2022-06-09 04:00:00,cloud,20.2,43.0
749,Today750,dummy35,2022-06-08 17:00:00,cloud,18.8,10.4
750,Today751,dummy100,2022-06-09 18:00:00,fog,29.8,118.8
751,Today752,dummy85,2022-06-08 07:00:00,fog,24.5,82.5
752,Today753,dummy26,2022-06-11 01:00:00,sun,26.5,122.6
753,Today754,dummy61,2022-06-08 11:00:00,cloud,15.1,67.1
754,Today755,dummy31,2022-06-09 17:00:00,cloud,29.0,50.3
755,Today756,dummy25,2022-06-10 18:00:00,fog,24.3,82.7
756,Today757,dummy54,2022-06-11 04:00:00,fog,17.6,126.3
757,Today758,dummy20,2022-06-08 17:00:00,cloud,23.7,128.6
758,Today759,dummy82,2022-06-11 11:00:00,sun,27.4,18.4
759,Today760,dummy58,2022-06-09 02:00:00,sun,18.9,56.8
760,Today761,dummy93,2022-06-09 01:00:00,fog,26.1,56.0
761,Today762,dummy14,2022-06-09 07:00:00,cloud,28.1,67.4
762,Today763,dummy1,2022-06-08 15:00:00,sun,26.6,122.8
763,Today764,dummy99,2022-06-08 07:00:00,cloud,29.0,38.3
764,Today765,dummy84,2022-06-09 07:00:00,fog,26.6,65.7
765,Today766,dummy89,2022-06-10 09:00:00,sun,22.6,121.3
766,Today767,dummy57,2022-06-09 02:00:00,cloud,16.8,69.9
767,Today768,dummy42,2022-06-11 06:00:00,fog,21.1,40.9
768,Today769,dummy3,2022-06-08 17:00:00,sun,22.8,41.5
769,Today770,dummy82,2022-06-10 04:00:00,sun,25.5,120.5
770,Today771,dummy57,2022-06-11 02:00:00,fog,20.1,63.8
771,Today772,dummy26,2022-06-11 02:00:00,fog,20.4,69.7
772,Today773,dummy24,2022-06-11 14:00:00,cloud,15.2,118.6
773,Today774,dummy34,2022-06-10 11:00:00,sun,25.0,121.2
774,Today775,dummy72,2022-06-11 21:00:00,cloud,29.5,25.6
775,Today776,dummy59,2022-06-09 13:00:00,rain,16.5,38.5
776,Today777,dummy60,2022-06-11 22:00:00,fog,22.8,137.7
777,Today778,dummy69,2022-06-09 19:00:00,cloud,28.3,137.5
778,Today779,dummy12,2022-06-10 08:00:00,rain,22.3,73.7
779,Today780,dummy38,2022-06-09 22:00:00,sun,16.8,147.1
780,Today781,dummy61,2022-06-10 08:00:00,fog,15.3,49.2
781,Today782,dummy56,2022-06-09 05:00:00,sun,21.3,94.3
782,Today783,dummy38,2022-06-09 11:00:00,fog,16.8,7.1
783,Today784,dummy90,2022-06-08 14:00:00,fog,29.3,144.7
784,Today785,dummy29,2022-06-10 16:00:00,sun,20.8,122.6
785,Today786,dummy47,2022-06-08 04:00:00,fog,26.9,107.3
786,Today787,dummy22,2022-06-09 04:00:00,cloud,15.6,74.1
787,Today788,dummy28,2022-06-11 00:00:00,rain,27.2,109.3
788,Today789,dummy3,2022-06-09 03:00:00,fog,26.4,107.3
789,Today790,dummy21,2022-06-08 04:00:00,sun,17.4,113.3
790,Today791,dummy15,2022-06-08 07:00:00,cloud,27.3,121.8
791,Today792,dummy40,2022-06-11 13:00:00,cloud,22.6,8.2
