,todayid,id,time,temp,hum,dust
423,Today424,82,2022-06-11 00:00:00,19.5,25.5,140.8
424,Today425,88,2022-06-09 10:00:00,23.9,30.6,138.2
425,Today426,24,2022-06-11 11:00:00,26.0,22.9,18.2
426,Today427,94,2022-06-11 02:00:00,29.7,68.5,112.8
427,Today428,61,2022-06-10 19:00:00,30.0,40.0,32.0
428,Today429,24,2022-06-10 07:00:00,22.4,75.4,142.0
429,Today430,55,2022-06-09 13:00:00,21.4,58.5,39.1
430,Today431,47,2022-06-08 07:00:00,15.0,31.6,149.3
431,Today432,36,2022-06-10 17:00:00,26.6,59.5,138.2
432,Today433,73,2022-06-08 08:00:00,19.6,62.8,88.3
433,Today434,19,2022-06-11 18:00:00,29.8,55.2,99.4
434,Today435,65,2022-06-08 01:00:00,17.1,17.1,64.6
435,Today436,44,2022-06-11 22:00:00,20.3,61.2,78.6
436,Today437,83,2022-06-08 12:00:00,21.3,34.2,29.1
437,Today438,95,2022-06-08 03:00:00,25.9,66.1,119.2
438,Today439,87,2022-06-10 11:00:00,24.2,65.0,45.1
439,Today440,26,2022-06-11 14:00:00,28.8,24.8,50.8
440,Today441,29,2022-06-10 09:00:00,29.3,11.7,60.9
441,Today442,67,2022-06-09 20:00:00,17.0,75.4,33.5
442,Today443,12,2022-06-11 07:00:00,29.6,50.6,79.8
443,Today444,42,2022-06-09 22:00:00,24.9,17.2,133.0
444,Today445,58,2022-06-11 05:00:00,27.2,58.5,70.2
445,Today446,26,2022-06-11 14:00:00,23.6,38.4,89.8
446,Today447,64,2022-06-08 22:00:00,27.1,57.6,19.5
447,Today448,66,2022-06-10 06:00:00,29.3,41.6,39.5
448,Today449,42,2022-06-09 07:00:00,25.3,40.1,127.1
449,Today450,50,2022-06-11 22:00:00,22.0,78.3,103.8
450,Today451,60,2022-06-09 04:00:00,23.5,55.6,64.5
451,Today452,27,2022-06-11 06:00:00,26.2,47.1,72.1
452,Today453,68,2022-06-10 14:00:00,18.0,67.5,130.5
453,Today454,57,2022-06-08 05:00:00,16.8,71.2,46.2
454,Today455,42,2022-06-10 02:00:00,27.4,74.1,0.7
455,Today456,93,2022-06-09 17:00:00,27.7,59.0,93.2
456,Today457,58,2022-06-10 02:00:00,29.5,23.3,76.7
457,Today458,96,2022-06-08 01:00:00,20.2,79.1,35.6
458,Today459,95,2022-06-08 01:00:00,27.8,56.6,71.3
459,Today460,79,2022-06-08 18:00:00,19.1,20.9,147.4
460,Today461,11,2022-06-11 01:00:00,23.7,28.3,75.5
461,Today462,88,2022-06-08 14:00:00,17.8,44.7,123.6
462,Today463,57,2022-06-11 12:00:00,19.3,61.2,135.1
463,Today464,76,2022-06-11 08:00:00,22.0,74.7,122.8
464,Today465,23,2022-06-10 19:00:00,17.1,76.7,104.1
465,Today466,82,2022-06-08 23:00:00,15.5,34.9,113.8
466,Today467,43,2022-06-09 15:00:00,22.4,25.7,35.9
467,Today468,91,2022-06-11 11:00:00,23.3,25.1,15.2
468,Today469,44,2022-06-09 22:00:00,20.9,63.3,131.7
469,Today470,23,2022-06-10 03:00:00,22.8,53.8,3.6
470,Today471,49,2022-06-09 00:00:00,28.7,71.7,85.1
471,Today472,60,2022-06-11 09:00:00,24.4,22.5,37.9
472,Today473,42,2022-06-08 18:00:00,27.2,17.7,87.7
473,Today474,90,2022-06-11 02:00:00,25.5,28.4,31.4
474,Today475,90,2022-06-08 08:00:00,22.1,61.1,61.6
475,Today476,60,2022-06-08 04:00:00,24.4,11.5,22.2
476,Today477,62,2022-06-09 06:00:00,19.2,41.4,115.3
477,Today478,78,2022-06-09 12:00:00,17.6,28.2,113.5
478,Today479,32,2022-06-09 17:00:00,21.9,32.2,107.3
479,Today480,65,2022-06-09 07:00:00,18.5,16.8,71.0
480,Today481,57,2022-06-09 10:00:00,27.9,57.6,127.7
481,Today482,39,2022-06-09 02:00:00,19.3,35.3,116.3
482,Today483,31,2022-06-08 14:00:00,22.9,75.5,15.8
483,Today484,65,2022-06-11 01:00:00,15.9,18.7,48.5
484,Today485,68,2022-06-10 00:00:00,23.8,39.0,107.7
485,Today486,32,2022-06-09 23:00:00,26.3,14.7,145.3
486,Today487,83,2022-06-08 01:00:00,15.8,27.4,123.0
487,Today488,94,2022-06-08 16:00:00,16.4,74.2,76.3
488,Today489,13,2022-06-08 11:00:00,25.2,39.6,1.3
489,Today490,52,2022-06-11 14:00:00,18.2,53.9,28.6
490,Today491,70,2022-06-10 08:00:00,24.3,69.9,62.2
491,Today492,66,2022-06-10 19:00:00,18.6,30.9,52.7
492,Today493,68,2022-06-08 11:00:00,20.7,64.3,65.8
493,Today494,11,2022-06-08 12:00:00,25.8,39.7,84.4
494,Today495,43,2022-06-09 18:00:00,15.0,50.0,56.4
495,Today496,14,2022-06-09 04:00:00,18.5,18.5,22.5
496,Today497,68,2022-06-10 20:00:00,29.0,62.2,15.6
497,Today498,39,2022-06-10 08:00:00,23.5,54.3,2.3
498,Today499,74,2022-06-11 02:00:00,16.5,40.4,35.2
499,Today500,64,2022-06-10 21:00:00,21.7,52.3,142.2
500,Today501,48,2022-06-10 20:00:00,22.2,61.4,32.6
501,Today502,74,2022-06-10 09:00:00,17.0,30.2,68.4
502,Today503,12,2022-06-10 01:00:00,19.6,26.8,137.1
503,Today504,77,2022-06-10 17:00:00,17.5,55.2,62.7
504,Today505,86,2022-06-08 20:00:00,19.8,68.8,100.8
505,Today506,85,2022-06-09 20:00:00,24.6,56.3,34.8
506,Today507,41,2022-06-10 01:00:00,23.2,31.1,93.8
507,Today508,8,2022-06-09 20:00:00,19.9,15.3,23.4
508,Today509,7,2022-06-10 01:00:00,16.6,41.1,28.2
509,Today510,30,2022-06-08 11:00:00,26.6,21.1,96.5
510,Today511,50,2022-06-10 00:00:00,24.5,23.3,11.0
511,Today512,95,2022-06-09 17:00:00,20.1,47.9,30.7
512,Today513,32,2022-06-11 09:00:00,25.1,47.2,8.7
513,Today514,13,2022-06-09 20:00:00,21.4,73.3,40.2
514,Today515,50,2022-06-09 15:00:00,17.3,75.3,6.1
515,Today516,91,2022-06-09 17:00:00,27.6,30.8,127.3
516,Today517,37,2022-06-08 15:00:00,28.8,51.5,70.4
517,Today518,29,2022-06-11 10:00:00,22.2,21.9,119.6
518,Today519,50,2022-06-08 19:00:00,17.5,69.7,133.1
519,Today520,56,2022-06-10 22:00:00,20.4,16.8,38.4
520,Today521,62,2022-06-09 03:00:00,22.6,28.7,62.2
521,Today522,87,2022-06-08 18:00:00,24.5,67.7,130.6
522,Today523,78,2022-06-08 17:00:00,23.8,67.4,74.3
523,Today524,86,2022-06-10 11:00:00,26.0,50.3,64.6
524,Today525,22,2022-06-08 12:00:00,15.5,19.6,111.4
525,Today526,98,2022-06-09 17:00:00,21.0,71.1,2.6
526,Today527,78,2022-06-08 23:00:00,22.7,43.1,67.6
527,Today528,66,2022-06-10 20:00:00,29.2,25.3,44.4
528,Today529,91,2022-06-08 06:00:00,19.0,70.9,102.0
529,Today530,38,2022-06-11 16:00:00,19.8,48.7,53.1
530,Today531,80,2022-06-11 04:00:00,21.5,13.0,88.0
531,Today532,96,2022-06-12 00:00:00,20.7,47.7,60.9
532,Today533,3,2022-06-10 10:00:00,19.4,36.9,133.0
533,Today534,59,2022-06-08 04:00:00,22.6,31.9,4.2
534,Today535,93,2022-06-08 02:00:00,28.7,65.1,69.4
535,Today536,2,2022-06-11 09:00:00,29.4,75.6,0.6
536,Today537,98,2022-06-10 08:00:00,15.3,54.0,81.8
537,Today538,67,2022-06-10 10:00:00,21.5,58.8,36.5
538,Today539,46,2022-06-09 04:00:00,16.5,50.7,91.5
539,Today540,20,2022-06-11 23:00:00,26.8,29.4,38.8
540,Today541,7,2022-06-11 05:00:00,17.1,44.9,96.4
541,Today542,12,2022-06-10 00:00:00,25.7,19.0,28.3
542,Today543,62,2022-06-09 14:00:00,16.1,17.0,50.4
543,Today544,18,2022-06-11 04:00:00,20.9,54.1,142.1
544,Today545,21,2022-06-09 16:00:00,21.6,66.8,48.0
545,Today546,11,2022-06-09 16:00:00,17.5,74.2,45.7
546,Today547,89,2022-06-09 22:00:00,17.9,23.5,126.1
547,Today548,67,2022-06-08 22:00:00,29.8,45.4,128.3
548,Today549,76,2022-06-08 21:00:00,28.2,34.2,7.3
549,Today550,21,2022-06-09 19:00:00,22.0,65.3,137.8
550,Today551,82,2022-06-11 17:00:00,23.5,48.2,33.4
551,Today552,21,2022-06-09 00:00:00,18.2,63.1,98.3
552,Today553,62,2022-06-08 12:00:00,16.8,28.2,135.2
553,Today554,31,2022-06-09 13:00:00,21.1,48.2,40.8
554,Today555,80,2022-06-09 05:00:00,19.0,29.4,121.2
555,Today556,16,2022-06-11 04:00:00,23.9,61.7,92.9
556,Today557,56,2022-06-10 17:00:00,23.6,65.3,6.2
557,Today558,45,2022-06-10 10:00:00,27.2,75.5,143.0
558,Today559,47,2022-06-08 22:00:00,18.1,20.2,64.9
559,Today560,77,2022-06-09 21:00:00,28.7,20.7,127.3
560,Today561,6,2022-06-11 11:00:00,28.2,16.2,145.5
561,Today562,2,2022-06-08 02:00:00,23.0,74.2,73.0
562,Today563,85,2022-06-11 00:00:00,20.9,66.4,19.3
563,Today564,78,2022-06-09 16:00:00,16.8,22.0,100.0
564,Today565,67,2022-06-09 18:00:00,22.4,23.3,73.3
565,Today566,40,2022-06-09 03:00:00,19.9,38.1,19.7
566,Today567,40,2022-06-09 18:00:00,27.0,72.4,3.3
567,Today568,31,2022-06-09 23:00:00,20.1,19.7,136.4
568,Today569,62,2022-06-09 17:00:00,27.1,50.9,55.3
569,Today570,50,2022-06-09 01:00:00,15.3,27.2,36.3
570,Today571,93,2022-06-11 15:00:00,21.5,22.0,30.6
571,Today572,88,2022-06-09 14:00:00,16.8,18.3,107.9
572,Today573,4,2022-06-09 15:00:00,21.0,17.9,88.6
573,Today574,48,2022-06-11 14:00:00,18.6,25.4,124.3
574,Today575,69,2022-06-11 11:00:00,15.5,58.1,85.7
575,Today576,19,2022-06-09 15:00:00,24.7,39.8,145.9
576,Today577,45,2022-06-09 02:00:00,16.8,56.4,7.7
577,Today578,47,2022-06-08 01:00:00,17.2,24.8,3.1
578,Today579,72,2022-06-09 03:00:00,24.3,10.1,84.4
579,Today580,6,2022-06-08 02:00:00,20.4,30.0,80.7
580,Today581,80,2022-06-08 14:00:00,16.0,59.0,149.1
581,Today582,65,2022-06-10 03:00:00,18.6,62.4,7.3
582,Today583,56,2022-06-11 08:00:00,26.5,10.9,118.1
583,Today584,59,2022-06-10 17:00:00,20.1,54.6,123.3
584,Today585,35,2022-06-08 03:00:00,16.8,63.1,144.9
585,Today586,43,2022-06-10 05:00:00,25.9,59.0,112.7
586,Today587,21,2022-06-10 18:00:00,19.1,63.5,112.0
587,Today588,61,2022-06-11 04:00:00,28.9,34.4,7.2
588,Today589,40,2022-06-09 05:00:00,23.4,60.7,91.2
589,Today590,33,2022-06-09 18:00:00,20.3,76.3,11.4
590,Today591,75,2022-06-10 21:00:00,18.2,27.1,62.6
591,Today592,81,2022-06-10 16:00:00,21.6,69.5,26.2
592,Today593,50,2022-06-08 13:00:00,28.6,76.1,130.5
593,Today594,8,2022-06-09 02:00:00,16.8,33.3,72.6
594,Today595,50,2022-06-08 20:00:00,20.3,22.0,42.0
595,Today596,1,2022-06-09 03:00:00,21.7,10.1,74.9
596,Today597,32,2022-06-09 15:00:00,25.7,56.1,59.6
597,Today598,70,2022-06-10 05:00:00,25.9,56.9,63.7
598,Today599,95,2022-06-10 22:00:00,29.3,34.2,78.9
599,Today600,71,2022-06-08 07:00:00,21.9,37.2,58.8
600,Today601,24,2022-06-11 20:00:00,28.8,54.6,106.7
601,Today602,15,2022-06-09 06:00:00,27.1,17.8,103.8
602,Today603,93,2022-06-09 18:00:00,21.1,69.0,3.2
603,Today604,16,2022-06-11 12:00:00,19.1,55.3,117.0
604,Today605,83,2022-06-09 19:00:00,24.3,16.5,60.7
605,Today606,40,2022-06-09 05:00:00,22.5,71.2,114.5
606,Today607,14,2022-06-08 20:00:00,28.8,62.3,86.3
607,Today608,56,2022-06-11 15:00:00,23.0,65.9,74.6
608,Today609,88,2022-06-11 07:00:00,15.3,46.4,73.3
609,Today610,60,2022-06-11 16:00:00,16.3,37.4,30.2
610,Today611,77,2022-06-08 11:00:00,23.7,32.7,111.4
611,Today612,69,2022-06-10 05:00:00,30.0,51.2,0.0
612,Today613,89,2022-06-10 21:00:00,23.9,66.2,15.5
613,Today614,53,2022-06-11 00:00:00,17.6,63.3,126.3
614,Today615,21,2022-06-11 08:00:00,25.7,29.6,13.5
615,Today616,40,2022-06-08 01:00:00,21.1,16.7,17.1
616,Today617,97,2022-06-11 21:00:00,22.7,19.4,110.3
617,Today618,52,2022-06-08 12:00:00,21.2,15.9,140.7
618,Today619,5,2022-06-10 09:00:00,17.0,64.7,25.7
619,Today620,23,2022-06-11 03:00:00,21.1,39.0,32.5
620,Today621,36,2022-06-10 22:00:00,27.9,52.5,26.2
621,Today622,67,2022-06-08 03:00:00,25.8,60.5,0.0
622,Today623,6,2022-06-08 18:00:00,25.8,51.0,76.3
623,Today624,13,2022-06-12 00:00:00,23.7,79.5,107.5
624,Today625,80,2022-06-08 14:00:00,23.8,33.4,139.2
625,Today626,35,2022-06-11 13:00:00,15.8,57.5,50.9
626,Today627,20,2022-06-11 03:00:00,26.1,68.2,62.6
627,Today628,85,2022-06-10 05:00:00,17.7,67.5,144.8
628,Today629,83,2022-06-10 18:00:00,29.1,32.1,59.7
629,Today630,59,2022-06-10 09:00:00,16.7,61.3,67.6
630,Today631,6,2022-06-10 05:00:00,24.9,25.7,138.4
631,Today632,80,2022-06-10 17:00:00,19.6,61.6,35.8
632,Today633,64,2022-06-09 13:00:00,28.5,26.0,66.0
633,Today634,30,2022-06-09 01:00:00,24.6,66.4,7.4
634,Today635,93,2022-06-08 03:00:00,26.8,47.8,122.6
635,Today636,85,2022-06-11 02:00:00,19.6,76.7,61.1
636,Today637,74,2022-06-08 13:00:00,16.8,69.1,135.8
637,Today638,75,2022-06-10 18:00:00,25.1,59.1,31.5
638,Today639,99,2022-06-08 00:00:00,18.9,35.8,7.4
639,Today640,22,2022-06-10 03:00:00,16.9,35.5,123.9
640,Today641,82,2022-06-10 14:00:00,28.9,48.8,100.9
641,Today642,39,2022-06-11 02:00:00,15.0,28.1,67.3
642,Today643,3,2022-06-09 17:00:00,29.0,25.2,115.2
643,Today644,80,2022-06-08 01:00:00,23.8,45.5,56.2
644,Today645,83,2022-06-11 06:00:00,25.0,51.6,125.3
645,Today646,25,2022-06-08 15:00:00,27.4,19.6,50.7
646,Today647,45,2022-06-11 07:00:00,15.0,54.8,44.5
647,Today648,28,2022-06-11 06:00:00,29.3,52.2,68.4
648,Today649,56,2022-06-08 21:00:00,16.4,27.7,91.6
649,Today650,25,2022-06-08 22:00:00,21.8,40.0,138.3
650,Today651,32,2022-06-09 04:00:00,29.4,27.1,143.8
651,Today652,100,2022-06-10 19:00:00,26.7,29.9,22.3
652,Today653,66,2022-06-08 20:00:00,20.2,74.5,49.1
653,Today654,1,2022-06-12 00:00:00,24.8,48.5,23.5
654,Today655,66,2022-06-08 14:00:00,18.4,56.9,12.4
655,Today656,40,2022-06-12 00:00:00,17.7,12.3,100.4
656,Today657,59,2022-06-11 05:00:00,29.4,48.0,1.5
657,Today658,71,2022-06-09 09:00:00,28.0,30.7,93.9
658,Today659,50,2022-06-08 18:00:00,25.2,35.0,101.1
659,Today660,30,2022-06-11 17:00:00,28.5,60.6,75.9
660,Today661,94,2022-06-09 22:00:00,21.9,69.4,118.6
661,Today662,21,2022-06-11 14:00:00,22.3,79.9,140.6
662,Today663,90,2022-06-09 15:00:00,22.3,46.2,139.4
663,Today664,55,2022-06-10 13:00:00,20.6,25.5,142.7
664,Today665,99,2022-06-10 11:00:00,16.3,60.7,85.1
665,Today666,60,2022-06-11 19:00:00,23.8,35.2,130.7
666,Today667,46,2022-06-10 04:00:00,23.5,13.6,11.6
667,Today668,47,2022-06-10 14:00:00,15.1,74.8,31.6
668,Today669,38,2022-06-08 08:00:00,22.4,24.4,40.5
669,Today670,45,2022-06-11 02:00:00,28.9,32.6,130.9
670,Today671,48,2022-06-11 19:00:00,15.9,72.8,43.2
671,Today672,83,2022-06-09 08:00:00,16.0,46.2,99.1
672,Today673,90,2022-06-11 14:00:00,28.0,53.6,51.6
673,Today674,48,2022-06-09 04:00:00,25.0,28.3,28.3
674,Today675,83,2022-06-08 12:00:00,17.0,20.7,18.3
675,Today676,50,2022-06-08 02:00:00,23.1,23.2,70.4
676,Today677,24,2022-06-10 01:00:00,18.9,35.0,100.2
677,Today678,58,2022-06-09 03:00:00,23.6,49.3,33.4
678,Today679,18,2022-06-11 14:00:00,28.9,59.9,10.1
679,Today680,8,2022-06-11 08:00:00,28.5,71.9,136.2
680,Today681,63,2022-06-09 09:00:00,26.0,62.9,44.4
681,Today682,16,2022-06-10 05:00:00,24.6,43.6,74.5
682,Today683,13,2022-06-08 15:00:00,23.6,35.8,55.5
683,Today684,74,2022-06-10 07:00:00,19.9,51.1,136.6
684,Today685,29,2022-06-10 19:00:00,24.7,68.3,86.0
685,Today686,22,2022-06-10 12:00:00,24.1,54.3,99.5
686,Today687,2,2022-06-09 21:00:00,20.9,63.6,105.1
687,Today688,49,2022-06-11 18:00:00,29.9,78.5,145.5
688,Today689,35,2022-06-10 08:00:00,24.9,49.2,67.4
689,Today690,91,2022-06-09 22:00:00,18.1,61.7,124.6
690,Today691,98,2022-06-11 18:00:00,15.1,77.6,43.7
691,Today692,57,2022-06-11 16:00:00,27.0,28.8,66.8
692,Today693,6,2022-06-09 10:00:00,23.3,13.9,52.9
693,Today694,90,2022-06-11 13:00:00,28.4,74.2,133.5
694,Today695,79,2022-06-11 12:00:00,20.7,79.0,122.3
695,Today696,54,2022-06-08 15:00:00,28.2,61.4,107.6
696,Today697,22,2022-06-11 18:00:00,15.6,46.9,103.1
697,Today698,99,2022-06-09 14:00:00,17.0,80.0,77.2
698,Today699,31,2022-06-08 00:00:00,23.1,24.6,79.7
699,Today700,3,2022-06-11 12:00:00,18.7,27.2,56.8
700,Today701,14,2022-06-09 13:00:00,23.3,12.0,18.3
701,Today702,18,2022-06-09 22:00:00,25.3,45.7,20.0
702,Today703,54,2022-06-09 14:00:00,24.6,27.4,95.4
703,Today704,100,2022-06-08 01:00:00,24.5,63.1,106.0
704,Today705,98,2022-06-08 21:00:00,22.8,42.5,31.4
705,Today706,23,2022-06-09 08:00:00,29.5,76.8,113.2
706,Today707,13,2022-06-09 03:00:00,17.4,38.7,55.5
707,Today708,65,2022-06-08 16:00:00,16.1,56.6,87.3
708,Today709,84,2022-06-08 07:00:00,30.0,65.2,38.2
709,Today710,96,2022-06-11 01:00:00,20.2,13.8,113.9
710,Today711,25,2022-06-09 05:00:00,15.6,58.5,122.1
711,Today712,52,2022-06-11 01:00:00,28.2,36.9,53.5
712,Today713,94,2022-06-10 15:00:00,21.0,69.6,13.4
713,Today714,6,2022-06-10 00:00:00,27.4,70.6,51.6
714,Today715,60,2022-06-08 22:00:00,18.1,69.9,9.6
715,Today716,64,2022-06-09 08:00:00,28.0,73.4,5.2
716,Today717,45,2022-06-08 22:00:00,28.2,71.6,73.4
717,Today718,5,2022-06-11 10:00:00,18.7,22.2,145.8
718,Today719,53,2022-06-10 06:00:00,19.5,62.3,64.4
719,Today720,1,2022-06-11 22:00:00,16.4,70.0,50.5
720,Today721,21,2022-06-09 01:00:00,29.0,67.6,89.5
721,Today722,31,2022-06-08 04:00:00,22.0,73.4,72.4
722,Today723,15,2022-06-08 12:00:00,21.5,67.0,28.7
723,Today724,26,2022-06-08 16:00:00,25.6,29.3,149.3
724,Today725,88,2022-06-10 00:00:00,27.8,41.6,140.0
725,Today726,35,2022-06-11 03:00:00,15.3,14.0,109.7
726,Today727,39,2022-06-08 12:00:00,26.8,57.0,128.1
727,Today728,71,2022-06-08 06:00:00,23.7,69.6,81.2
728,Today729,67,2022-06-10 07:00:00,29.2,57.5,7.0
729,Today730,4,2022-06-09 11:00:00,24.2,23.0,145.6
730,Today731,98,2022-06-08 09:00:00,25.8,40.5,135.3
731,Today732,43,2022-06-09 08:00:00,16.8,61.2,44.9
732,Today733,36,2022-06-08 08:00:00,25.7,53.3,108.5
733,Today734,33,2022-06-11 02:00:00,24.5,38.2,131.0
734,Today735,63,2022-06-08 06:00:00,27.5,66.1,10.0
735,Today736,42,2022-06-09 16:00:00,17.7,76.6,142.7
736,Today737,53,2022-06-11 01:00:00,25.7,64.2,81.1
737,Today738,35,2022-06-08 08:00:00,22.3,60.1,78.5
738,Today739,2,2022-06-10 10:00:00,25.0,55.9,43.3
739,Today740,79,2022-06-11 18:00:00,19.0,32.9,19.3
740,Today741,86,2022-06-10 10:00:00,29.5,55.1,52.7
741,Today742,73,2022-06-08 03:00:00,22.1,37.4,49.1
742,Today743,87,2022-06-09 01:00:00,23.1,11.6,91.0
743,Today744,35,2022-06-10 17:00:00,28.0,15.2,106.9
744,Today745,25,2022-06-09 23:00:00,28.2,44.9,10.0
745,Today746,86,2022-06-10 09:00:00,21.9,79.3,97.9
746,Today747,77,2022-06-08 21:00:00,20.1,77.8,3.0
747,Today748,19,2022-06-09 05:00:00,24.6,19.7,99.9
748,Today749,93,2022-06-10 01:00:00,27.8,41.6,34.1
749,Today750,35,2022-06-10 01:00:00,22.8,65.8,76.1
750,Today751,6,2022-06-08 13:00:00,19.1,30.5,60.9
751,Today752,35,2022-06-08 22:00:00,16.2,15.7,3.6
752,Today753,1,2022-06-09 15:00:00,20.8,39.5,113.9
753,Today754,32,2022-06-08 03:00:00,16.5,35.9,79.2
754,Today755,3,2022-06-08 16:00:00,20.8,12.2,92.7
755,Today756,38,2022-06-10 21:00:00,26.8,34.7,23.4
756,Today757,23,2022-06-09 04:00:00,25.8,66.4,123.2
757,Today758,97,2022-06-08 23:00:00,27.2,74.6,91.8
758,Today759,1,2022-06-10 12:00:00,15.2,12.5,87.7
759,Today760,23,2022-06-11 11:00:00,19.2,55.1,29.2
760,Today761,73,2022-06-10 19:00:00,21.1,34.8,140.0
761,Today762,60,2022-06-09 04:00:00,15.6,57.6,86.1
762,Today763,29,2022-06-09 23:00:00,16.0,64.2,91.3
763,Today764,66,2022-06-10 07:00:00,15.4,29.8,92.5
764,Today765,13,2022-06-10 23:00:00,25.6,66.8,127.9
765,Today766,99,2022-06-08 18:00:00,15.7,79.8,22.0
766,Today767,36,2022-06-11 20:00:00,18.9,75.9,87.1
767,Today768,95,2022-06-11 02:00:00,24.4,43.6,73.4
768,Today769,22,2022-06-11 16:00:00,25.8,64.7,135.7
769,Today770,11,2022-06-11 17:00:00,26.6,72.6,13.7
770,Today771,48,2022-06-08 20:00:00,27.0,66.0,57.3
771,Today772,82,2022-06-10 22:00:00,23.0,69.2,125.4
772,Today773,67,2022-06-10 07:00:00,22.2,73.9,54.9
773,Today774,41,2022-06-11 04:00:00,23.0,10.6,44.7
774,Today775,76,2022-06-11 03:00:00,28.5,71.4,127.6
775,Today776,67,2022-06-11 02:00:00,28.0,30.5,69.9
776,Today777,93,2022-06-11 17:00:00,24.5,73.4,36.6
777,Today778,46,2022-06-11 15:00:00,28.7,25.2,89.5
778,Today779,67,2022-06-11 11:00:00,29.8,57.0,46.8
779,Today780,23,2022-06-08 03:00:00,26.6,11.7,123.2
780,Today781,98,2022-06-10 22:00:00,16.3,26.0,6.2
781,Today782,48,2022-06-08 02:00:00,22.5,35.0,71.6
782,Today783,87,2022-06-10 20:00:00,17.2,33.4,126.2
783,Today784,31,2022-06-10 06:00:00,17.9,25.6,7.2
784,Today785,82,2022-06-11 04:00:00,15.2,22.5,56.8
785,Today786,71,2022-06-11 19:00:00,26.3,59.9,12.7
786,Today787,93,2022-06-11 17:00:00,30.0,40.2,47.1
787,Today788,44,2022-06-09 05:00:00,16.0,38.4,37.9
788,Today789,51,2022-06-10 16:00:00,19.5,24.5,131.3
789,Today790,73,2022-06-09 07:00:00,21.1,29.7,129.1
790,Today791,58,2022-06-10 11:00:00,24.0,35.7,106.2
791,Today792,44,2022-06-11 23:00:00,22.5,69.9,64.8
792,Today793,1,2022-06-11 13:00:00,23.8,52.9,118.9
793,Today794,25,2022-06-08 19:00:00,25.4,77.5,112.5
794,Today795,79,2022-06-09 05:00:00,21.5,78.4,48.7
795,Today796,86,2022-06-08 19:00:00,25.1,52.5,58.3
796,Today797,7,2022-06-10 09:00:00,28.7,49.9,127.3
797,Today798,67,2022-06-11 16:00:00,29.6,66.6,58.2
798,Today799,57,2022-06-09 17:00:00,19.0,62.9,139.2
799,Today800,36,2022-06-10 18:00:00,28.7,79.8,33.0
800,Today801,39,2022-06-11 08:00:00,28.2,49.5,70.4
801,Today802,97,2022-06-11 13:00:00,27.7,77.6,116.0
802,Today803,91,2022-06-08 21:00:00,24.8,38.3,33.7
803,Today804,69,2022-06-11 04:00:00,18.3,37.6,141.4
804,Today805,86,2022-06-11 00:00:00,19.0,73.6,136.1
805,Today806,42,2022-06-10 07:00:00,27.8,53.2,22.8
806,Today807,5,2022-06-08 21:00:00,23.2,78.3,97.0
807,Today808,4,2022-06-09 13:00:00,19.1,25.4,49.9
808,Today809,90,2022-06-08 01:00:00,24.2,19.3,50.4
809,Today810,78,2022-06-10 03:00:00,29.3,60.6,98.4
810,Today811,76,2022-06-08 04:00:00,23.9,10.3,28.9
811,Today812,15,2022-06-10 09:00:00,23.6,35.8,138.1
812,Today813,79,2022-06-11 11:00:00,15.3,72.0,127.1
813,Today814,31,2022-06-10 15:00:00,21.0,25.1,38.3
814,Today815,89,2022-06-11 14:00:00,21.7,73.2,142.8
815,Today816,81,2022-06-11 21:00:00,18.9,42.6,62.5
816,Today817,77,2022-06-10 19:00:00,19.8,54.8,145.6
817,Today818,37,2022-06-08 01:00:00,26.6,36.8,118.8
818,Today819,22,2022-06-11 09:00:00,17.6,44.2,141.9
819,Today820,23,2022-06-08 23:00:00,16.5,11.0,95.0
820,Today821,27,2022-06-11 23:00:00,29.4,51.7,4.1
821,Today822,44,2022-06-10 01:00:00,28.1,16.6,70.5
822,Today823,81,2022-06-08 08:00:00,25.9,20.6,79.0
823,Today824,90,2022-06-08 06:00:00,16.7,44.3,42.5
824,Today825,49,2022-06-10 23:00:00,20.7,57.1,45.8
825,Today826,1,2022-06-08 15:00:00,29.7,66.1,41.7
826,Today827,83,2022-06-09 17:00:00,20.0,31.0,145.9
827,Today828,31,2022-06-09 23:00:00,23.4,31.0,13.0
828,Today829,50,2022-06-09 12:00:00,29.5,14.6,70.4
829,Today830,45,2022-06-08 14:00:00,22.5,25.3,146.7
830,Today831,31,2022-06-08 17:00:00,15.8,24.4,76.1
831,Today832,35,2022-06-08 16:00:00,26.6,17.4,97.3
832,Today833,68,2022-06-10 19:00:00,24.6,17.2,11.4
833,Today834,1,2022-06-11 16:00:00,29.6,47.8,45.6
834,Today835,20,2022-06-09 05:00:00,19.4,40.8,118.4
835,Today836,90,2022-06-09 17:00:00,28.1,62.7,25.8
836,Today837,49,2022-06-09 09:00:00,28.9,19.0,149.7
837,Today838,87,2022-06-09 11:00:00,20.3,66.0,98.8
838,Today839,29,2022-06-10 07:00:00,25.2,59.9,50.5
839,Today840,20,2022-06-11 16:00:00,17.4,23.9,128.3
840,Today841,44,2022-06-09 00:00:00,18.4,25.2,41.2
841,Today842,71,2022-06-09 18:00:00,24.8,22.1,141.1
842,Today843,32,2022-06-10 05:00:00,21.5,65.3,142.9
843,Today844,66,2022-06-08 18:00:00,23.9,77.3,107.8
844,Today845,24,2022-06-11 16:00:00,15.8,18.2,26.4
845,Today846,12,2022-06-09 13:00:00,18.0,32.6,14.9
