,todayid,id,today,weather,temp,dust
432,Today433,76,2022-06-10 08:00:00,fog,22.8,105.6
433,Today434,68,2022-06-08 07:00:00,rain,18.4,71.1
434,Today435,69,2022-06-11 21:00:00,sun,20.5,95.4
435,Today436,25,2022-06-08 03:00:00,rain,18.2,78.2
436,Today437,96,2022-06-09 23:00:00,fog,21.8,3.9
437,Today438,76,2022-06-08 10:00:00,rain,23.8,91.5
438,Today439,89,2022-06-09 07:00:00,cloud,26.7,69.9
439,Today440,32,2022-06-09 12:00:00,sun,22.6,144.6
440,Today441,7,2022-06-08 01:00:00,sun,28.7,31.5
441,Today442,80,2022-06-08 02:00:00,fog,23.3,137.6
442,Today443,45,2022-06-11 23:00:00,rain,28.9,60.1
443,Today444,7,2022-06-09 04:00:00,rain,29.7,106.2
444,Today445,39,2022-06-11 00:00:00,cloud,15.0,0.3
445,Today446,42,2022-06-08 07:00:00,fog,21.3,21.5
446,Today447,64,2022-06-11 23:00:00,rain,19.3,26.5
447,Today448,39,2022-06-08 22:00:00,rain,17.5,5.4
448,Today449,40,2022-06-08 10:00:00,cloud,16.2,42.6
449,Today450,25,2022-06-08 06:00:00,sun,16.1,102.3
450,Today451,56,2022-06-10 10:00:00,cloud,23.4,26.9
451,Today452,95,2022-06-09 22:00:00,sun,17.3,127.9
452,Today453,59,2022-06-08 14:00:00,cloud,27.1,104.6
453,Today454,32,2022-06-09 12:00:00,cloud,26.9,117.3
454,Today455,62,2022-06-11 04:00:00,sun,23.5,67.7
455,Today456,24,2022-06-08 06:00:00,cloud,17.5,124.4
456,Today457,24,2022-06-09 14:00:00,rain,23.1,138.8
457,Today458,95,2022-06-08 23:00:00,fog,26.8,131.1
458,Today459,60,2022-06-11 19:00:00,rain,21.3,69.5
459,Today460,11,2022-06-08 09:00:00,sun,20.8,17.3
460,Today461,35,2022-06-09 16:00:00,fog,28.9,102.9
461,Today462,11,2022-06-10 21:00:00,rain,19.3,145.8
462,Today463,16,2022-06-12 00:00:00,sun,27.5,79.2
463,Today464,63,2022-06-09 07:00:00,fog,16.3,32.1
464,Today465,93,2022-06-09 09:00:00,cloud,24.1,54.4
465,Today466,86,2022-06-09 13:00:00,fog,27.1,112.9
466,Today467,88,2022-06-08 11:00:00,cloud,29.9,146.3
467,Today468,68,2022-06-10 22:00:00,cloud,15.2,29.6
468,Today469,90,2022-06-11 19:00:00,rain,28.5,51.6
469,Today470,83,2022-06-08 04:00:00,sun,15.4,49.5
470,Today471,93,2022-06-08 16:00:00,cloud,25.0,30.7
471,Today472,50,2022-06-10 12:00:00,fog,17.1,127.9
472,Today473,79,2022-06-09 10:00:00,fog,19.0,2.1
473,Today474,20,2022-06-08 18:00:00,cloud,17.4,67.1
474,Today475,82,2022-06-08 10:00:00,rain,20.8,52.3
475,Today476,23,2022-06-11 15:00:00,cloud,16.0,136.4
476,Today477,60,2022-06-10 20:00:00,sun,29.9,118.1
477,Today478,19,2022-06-11 05:00:00,rain,16.5,113.2
478,Today479,48,2022-06-11 15:00:00,fog,26.2,81.3
479,Today480,73,2022-06-10 17:00:00,sun,26.3,124.4
480,Today481,70,2022-06-09 19:00:00,rain,25.9,130.5
481,Today482,28,2022-06-11 13:00:00,cloud,27.4,25.1
482,Today483,47,2022-06-08 18:00:00,fog,15.3,41.5
483,Today484,72,2022-06-09 02:00:00,sun,21.7,64.4
484,Today485,33,2022-06-10 03:00:00,sun,23.0,20.5
485,Today486,58,2022-06-08 05:00:00,sun,26.1,99.2
486,Today487,68,2022-06-09 15:00:00,cloud,25.1,62.9
487,Today488,55,2022-06-11 19:00:00,fog,27.5,83.0
488,Today489,73,2022-06-08 00:00:00,fog,15.8,46.5
489,Today490,36,2022-06-10 10:00:00,sun,20.1,97.7
490,Today491,24,2022-06-11 18:00:00,cloud,15.8,23.2
491,Today492,7,2022-06-09 19:00:00,rain,29.1,134.9
492,Today493,66,2022-06-09 15:00:00,fog,18.6,87.0
493,Today494,41,2022-06-09 11:00:00,sun,24.7,10.8
494,Today495,89,2022-06-10 09:00:00,cloud,21.8,55.8
495,Today496,13,2022-06-11 15:00:00,cloud,26.1,85.0
496,Today497,76,2022-06-09 16:00:00,rain,28.3,114.2
497,Today498,74,2022-06-08 21:00:00,cloud,20.1,41.0
498,Today499,36,2022-06-09 11:00:00,cloud,30.0,108.0
499,Today500,92,2022-06-10 14:00:00,sun,19.2,73.2
500,Today501,4,2022-06-11 17:00:00,fog,30.0,129.9
501,Today502,1,2022-06-09 14:00:00,sun,26.3,30.6
502,Today503,76,2022-06-09 01:00:00,sun,22.1,96.6
503,Today504,31,2022-06-10 04:00:00,sun,22.1,52.6
504,Today505,32,2022-06-11 21:00:00,sun,26.5,117.0
505,Today506,90,2022-06-09 08:00:00,rain,16.7,126.3
506,Today507,43,2022-06-11 16:00:00,cloud,16.8,107.2
507,Today508,81,2022-06-08 19:00:00,cloud,21.0,87.3
508,Today509,1,2022-06-09 15:00:00,sun,16.6,28.7
509,Today510,74,2022-06-08 13:00:00,fog,19.2,114.8
510,Today511,71,2022-06-10 17:00:00,sun,27.1,10.7
511,Today512,42,2022-06-11 07:00:00,cloud,15.6,116.8
512,Today513,50,2022-06-09 06:00:00,sun,15.6,62.0
513,Today514,41,2022-06-11 02:00:00,cloud,27.9,63.5
514,Today515,29,2022-06-11 04:00:00,cloud,22.8,123.3
515,Today516,25,2022-06-11 00:00:00,fog,23.8,134.1
516,Today517,100,2022-06-09 13:00:00,cloud,22.0,57.6
517,Today518,72,2022-06-09 19:00:00,fog,26.3,30.4
518,Today519,35,2022-06-09 18:00:00,sun,15.8,74.5
519,Today520,37,2022-06-08 17:00:00,sun,25.1,32.0
520,Today521,24,2022-06-09 05:00:00,rain,22.4,82.6
521,Today522,75,2022-06-08 23:00:00,fog,19.9,31.3
522,Today523,27,2022-06-10 20:00:00,rain,16.6,147.2
523,Today524,59,2022-06-09 03:00:00,sun,28.7,82.7
524,Today525,40,2022-06-11 10:00:00,sun,22.4,93.3
525,Today526,47,2022-06-09 23:00:00,cloud,29.2,108.5
526,Today527,26,2022-06-11 22:00:00,rain,29.4,144.6
527,Today528,99,2022-06-11 21:00:00,rain,22.2,26.1
528,Today529,12,2022-06-09 21:00:00,rain,23.4,110.5
529,Today530,48,2022-06-10 16:00:00,fog,23.0,25.7
530,Today531,22,2022-06-08 07:00:00,fog,17.3,99.0
531,Today532,45,2022-06-08 22:00:00,sun,17.3,101.4
532,Today533,73,2022-06-08 13:00:00,fog,22.2,21.0
533,Today534,43,2022-06-09 21:00:00,fog,25.7,124.7
534,Today535,34,2022-06-10 19:00:00,cloud,24.3,70.8
535,Today536,27,2022-06-09 16:00:00,sun,20.9,93.2
536,Today537,26,2022-06-08 09:00:00,sun,16.2,29.8
537,Today538,37,2022-06-09 12:00:00,cloud,23.5,9.0
538,Today539,87,2022-06-11 06:00:00,rain,24.6,84.4
539,Today540,49,2022-06-08 18:00:00,rain,21.8,142.3
540,Today541,91,2022-06-09 11:00:00,rain,22.5,140.7
541,Today542,18,2022-06-09 13:00:00,fog,22.6,87.8
542,Today543,5,2022-06-11 19:00:00,rain,26.8,75.6
543,Today544,8,2022-06-10 08:00:00,fog,28.8,27.1
544,Today545,40,2022-06-10 05:00:00,cloud,16.4,134.3
545,Today546,62,2022-06-08 01:00:00,cloud,16.1,135.4
546,Today547,12,2022-06-11 17:00:00,sun,29.3,77.1
547,Today548,83,2022-06-08 02:00:00,rain,26.4,39.9
548,Today549,59,2022-06-11 12:00:00,fog,28.6,4.2
549,Today550,45,2022-06-10 09:00:00,sun,16.7,101.3
550,Today551,96,2022-06-10 13:00:00,rain,21.9,124.3
551,Today552,9,2022-06-08 04:00:00,cloud,27.9,57.8
552,Today553,14,2022-06-11 04:00:00,rain,17.4,69.0
553,Today554,15,2022-06-09 09:00:00,fog,19.5,137.0
554,Today555,60,2022-06-08 06:00:00,sun,21.5,101.5
555,Today556,91,2022-06-10 12:00:00,fog,17.4,31.8
556,Today557,3,2022-06-10 10:00:00,sun,23.3,1.3
557,Today558,84,2022-06-09 00:00:00,cloud,17.4,57.0
558,Today559,70,2022-06-08 19:00:00,sun,22.5,115.6
559,Today560,65,2022-06-10 09:00:00,fog,28.7,83.7
560,Today561,80,2022-06-11 14:00:00,rain,19.3,79.3
561,Today562,42,2022-06-09 09:00:00,sun,20.9,21.5
562,Today563,77,2022-06-10 23:00:00,fog,15.8,107.3
563,Today564,77,2022-06-08 16:00:00,fog,15.1,99.4
564,Today565,62,2022-06-08 16:00:00,cloud,15.0,105.0
565,Today566,41,2022-06-08 03:00:00,sun,27.7,65.6
566,Today567,72,2022-06-09 02:00:00,rain,23.3,137.9
567,Today568,40,2022-06-09 02:00:00,sun,20.0,26.5
568,Today569,48,2022-06-09 12:00:00,fog,20.6,70.2
569,Today570,90,2022-06-11 02:00:00,cloud,26.8,25.5
570,Today571,31,2022-06-10 17:00:00,fog,28.0,20.4
571,Today572,27,2022-06-09 00:00:00,rain,16.1,75.9
572,Today573,30,2022-06-10 17:00:00,cloud,17.0,144.1
573,Today574,7,2022-06-10 03:00:00,rain,24.1,103.1
574,Today575,40,2022-06-10 22:00:00,fog,25.5,130.1
575,Today576,16,2022-06-10 07:00:00,cloud,18.7,28.3
576,Today577,33,2022-06-09 12:00:00,sun,30.0,135.4
577,Today578,84,2022-06-08 08:00:00,sun,29.6,24.6
578,Today579,93,2022-06-09 13:00:00,fog,25.2,33.5
579,Today580,19,2022-06-10 02:00:00,sun,27.4,138.6
580,Today581,17,2022-06-08 15:00:00,rain,28.2,103.3
581,Today582,95,2022-06-10 04:00:00,cloud,22.7,102.7
582,Today583,14,2022-06-11 13:00:00,fog,24.5,122.7
583,Today584,65,2022-06-10 22:00:00,fog,15.6,134.7
584,Today585,51,2022-06-08 02:00:00,sun,18.3,10.7
585,Today586,71,2022-06-10 14:00:00,cloud,21.0,22.1
586,Today587,82,2022-06-11 06:00:00,sun,27.1,14.8
587,Today588,36,2022-06-11 03:00:00,fog,25.4,75.2
588,Today589,62,2022-06-10 14:00:00,fog,22.4,139.1
589,Today590,70,2022-06-11 16:00:00,sun,24.8,94.6
590,Today591,72,2022-06-11 03:00:00,fog,18.6,69.8
591,Today592,100,2022-06-11 04:00:00,sun,26.3,69.4
592,Today593,16,2022-06-09 16:00:00,rain,25.8,89.5
593,Today594,43,2022-06-10 13:00:00,cloud,16.0,107.5
594,Today595,26,2022-06-11 07:00:00,fog,29.4,82.5
595,Today596,48,2022-06-11 16:00:00,sun,28.8,104.2
596,Today597,11,2022-06-08 01:00:00,fog,19.0,123.4
597,Today598,94,2022-06-08 06:00:00,fog,24.1,57.3
598,Today599,6,2022-06-08 23:00:00,sun,19.3,19.9
599,Today600,55,2022-06-11 00:00:00,rain,27.8,114.9
600,Today601,27,2022-06-10 07:00:00,rain,16.5,33.5
601,Today602,83,2022-06-09 05:00:00,sun,18.3,147.8
602,Today603,83,2022-06-11 09:00:00,sun,20.9,83.2
603,Today604,59,2022-06-11 21:00:00,cloud,19.5,112.9
604,Today605,55,2022-06-10 22:00:00,fog,18.4,16.6
605,Today606,24,2022-06-11 04:00:00,fog,23.4,58.8
606,Today607,69,2022-06-11 21:00:00,sun,21.0,13.1
607,Today608,47,2022-06-09 09:00:00,sun,19.9,100.1
608,Today609,11,2022-06-11 23:00:00,sun,17.0,1.0
609,Today610,28,2022-06-08 10:00:00,cloud,18.3,4.9
610,Today611,12,2022-06-08 07:00:00,sun,27.6,135.5
611,Today612,41,2022-06-10 14:00:00,sun,27.0,122.6
612,Today613,91,2022-06-09 20:00:00,rain,16.7,142.3
613,Today614,65,2022-06-08 13:00:00,fog,23.4,119.4
614,Today615,74,2022-06-09 08:00:00,rain,23.9,73.5
615,Today616,36,2022-06-10 09:00:00,rain,24.5,141.1
616,Today617,97,2022-06-09 03:00:00,sun,25.4,57.6
617,Today618,51,2022-06-08 02:00:00,fog,24.5,102.3
618,Today619,91,2022-06-10 15:00:00,sun,19.7,12.3
619,Today620,42,2022-06-09 12:00:00,sun,27.8,50.7
620,Today621,88,2022-06-10 11:00:00,rain,19.8,97.5
621,Today622,39,2022-06-11 13:00:00,rain,21.1,48.4
622,Today623,75,2022-06-10 16:00:00,cloud,16.7,24.6
623,Today624,58,2022-06-09 04:00:00,sun,24.5,49.3
624,Today625,66,2022-06-10 10:00:00,cloud,25.4,29.6
625,Today626,18,2022-06-11 12:00:00,cloud,16.5,97.0
626,Today627,65,2022-06-09 04:00:00,cloud,22.5,27.8
627,Today628,37,2022-06-09 13:00:00,sun,26.0,68.3
628,Today629,100,2022-06-10 14:00:00,fog,21.3,51.8
629,Today630,12,2022-06-09 20:00:00,rain,28.6,81.1
630,Today631,34,2022-06-08 15:00:00,rain,23.5,32.4
631,Today632,82,2022-06-08 09:00:00,fog,26.9,67.1
632,Today633,51,2022-06-10 06:00:00,fog,24.7,8.3
633,Today634,43,2022-06-11 14:00:00,cloud,28.8,58.1
634,Today635,89,2022-06-08 04:00:00,cloud,26.7,71.5
635,Today636,53,2022-06-10 04:00:00,cloud,30.0,42.5
636,Today637,54,2022-06-09 19:00:00,cloud,17.0,136.3
637,Today638,12,2022-06-11 09:00:00,cloud,22.2,55.6
638,Today639,50,2022-06-09 05:00:00,sun,23.3,113.5
639,Today640,33,2022-06-09 02:00:00,rain,19.2,93.3
640,Today641,22,2022-06-08 12:00:00,cloud,24.0,120.1
641,Today642,23,2022-06-10 13:00:00,fog,20.5,111.0
642,Today643,66,2022-06-08 01:00:00,fog,27.9,60.5
643,Today644,44,2022-06-09 03:00:00,rain,26.2,72.2
644,Today645,80,2022-06-11 08:00:00,sun,30.0,71.4
645,Today646,70,2022-06-11 01:00:00,cloud,20.2,22.3
646,Today647,96,2022-06-09 00:00:00,fog,26.7,106.3
647,Today648,45,2022-06-08 08:00:00,rain,26.4,130.4
648,Today649,60,2022-06-09 21:00:00,fog,21.9,47.7
649,Today650,25,2022-06-10 20:00:00,sun,23.7,117.9
650,Today651,79,2022-06-08 18:00:00,cloud,17.3,142.4
651,Today652,24,2022-06-08 00:00:00,rain,28.2,76.0
652,Today653,55,2022-06-11 19:00:00,rain,18.2,132.6
653,Today654,65,2022-06-11 01:00:00,cloud,28.4,77.3
654,Today655,87,2022-06-11 06:00:00,cloud,25.2,71.1
655,Today656,25,2022-06-09 14:00:00,cloud,23.2,58.7
656,Today657,89,2022-06-11 18:00:00,cloud,18.1,98.2
657,Today658,59,2022-06-11 19:00:00,rain,18.0,70.8
658,Today659,53,2022-06-10 01:00:00,sun,16.3,139.5
659,Today660,98,2022-06-11 04:00:00,fog,20.7,141.9
660,Today661,4,2022-06-10 15:00:00,sun,19.4,56.6
661,Today662,58,2022-06-08 04:00:00,fog,28.5,20.8
662,Today663,14,2022-06-10 06:00:00,sun,28.7,138.7
663,Today664,42,2022-06-09 04:00:00,sun,15.5,43.3
664,Today665,35,2022-06-08 07:00:00,cloud,25.2,11.8
665,Today666,45,2022-06-09 14:00:00,cloud,27.4,72.9
666,Today667,48,2022-06-09 05:00:00,cloud,27.8,75.9
667,Today668,72,2022-06-10 02:00:00,sun,25.2,128.9
668,Today669,90,2022-06-11 02:00:00,rain,22.3,149.0
669,Today670,79,2022-06-09 01:00:00,sun,27.0,15.3
670,Today671,32,2022-06-10 00:00:00,sun,28.1,46.6
671,Today672,1,2022-06-09 23:00:00,cloud,16.1,46.7
672,Today673,84,2022-06-08 07:00:00,fog,26.6,20.8
673,Today674,57,2022-06-11 02:00:00,rain,19.9,36.8
674,Today675,46,2022-06-10 18:00:00,fog,16.5,105.5
675,Today676,9,2022-06-09 16:00:00,sun,25.3,92.6
676,Today677,72,2022-06-10 22:00:00,sun,19.8,91.4
677,Today678,10,2022-06-11 17:00:00,fog,16.8,40.4
678,Today679,15,2022-06-08 13:00:00,cloud,19.4,21.7
679,Today680,32,2022-06-10 09:00:00,sun,19.1,122.5
680,Today681,86,2022-06-11 20:00:00,cloud,21.1,127.1
681,Today682,70,2022-06-11 06:00:00,rain,22.3,149.2
682,Today683,64,2022-06-12 00:00:00,sun,18.1,2.7
683,Today684,68,2022-06-08 02:00:00,rain,28.6,73.9
684,Today685,64,2022-06-11 11:00:00,cloud,24.1,146.2
685,Today686,67,2022-06-08 12:00:00,sun,17.5,86.7
686,Today687,20,2022-06-11 12:00:00,sun,25.4,149.0
687,Today688,21,2022-06-11 12:00:00,sun,16.7,145.1
688,Today689,73,2022-06-10 08:00:00,sun,19.9,25.5
689,Today690,95,2022-06-10 06:00:00,fog,24.5,135.7
690,Today691,28,2022-06-10 01:00:00,sun,28.0,21.5
691,Today692,92,2022-06-10 12:00:00,cloud,15.3,146.2
692,Today693,8,2022-06-08 09:00:00,cloud,22.9,119.0
693,Today694,98,2022-06-11 05:00:00,sun,23.5,82.6
694,Today695,86,2022-06-11 10:00:00,fog,29.2,6.8
695,Today696,91,2022-06-09 07:00:00,fog,16.5,7.6
696,Today697,15,2022-06-08 23:00:00,cloud,26.3,119.6
697,Today698,57,2022-06-08 05:00:00,fog,15.4,16.6
698,Today699,48,2022-06-11 18:00:00,cloud,21.0,85.4
699,Today700,63,2022-06-10 03:00:00,sun,17.6,74.3
700,Today701,50,2022-06-11 13:00:00,sun,30.0,15.0
701,Today702,100,2022-06-08 08:00:00,sun,23.2,32.7
702,Today703,66,2022-06-09 15:00:00,fog,18.7,72.8
703,Today704,45,2022-06-10 15:00:00,fog,27.1,24.5
704,Today705,15,2022-06-09 01:00:00,sun,26.6,58.6
705,Today706,59,2022-06-09 20:00:00,fog,19.9,86.0
706,Today707,13,2022-06-08 20:00:00,sun,16.1,56.3
707,Today708,59,2022-06-10 18:00:00,fog,24.5,55.7
708,Today709,51,2022-06-10 16:00:00,rain,25.0,93.7
709,Today710,79,2022-06-08 12:00:00,fog,23.3,124.5
710,Today711,12,2022-06-08 16:00:00,cloud,26.4,118.5
711,Today712,26,2022-06-11 17:00:00,cloud,15.1,89.1
712,Today713,46,2022-06-10 10:00:00,sun,25.6,20.6
713,Today714,54,2022-06-08 14:00:00,fog,22.7,142.1
714,Today715,94,2022-06-08 00:00:00,cloud,26.1,119.5
715,Today716,93,2022-06-09 04:00:00,cloud,25.2,25.1
716,Today717,7,2022-06-10 11:00:00,sun,17.5,45.0
717,Today718,100,2022-06-08 16:00:00,cloud,19.8,120.7
718,Today719,72,2022-06-09 05:00:00,rain,16.5,10.4
719,Today720,30,2022-06-11 01:00:00,fog,22.8,95.3
720,Today721,67,2022-06-09 10:00:00,rain,15.4,113.7
721,Today722,29,2022-06-08 05:00:00,fog,20.0,55.7
722,Today723,24,2022-06-11 14:00:00,rain,21.4,140.9
723,Today724,47,2022-06-09 07:00:00,cloud,29.5,31.3
724,Today725,56,2022-06-09 01:00:00,sun,23.0,39.3
725,Today726,44,2022-06-11 04:00:00,fog,16.7,40.7
726,Today727,99,2022-06-10 15:00:00,fog,15.0,4.8
727,Today728,39,2022-06-11 13:00:00,sun,19.7,64.8
728,Today729,22,2022-06-11 15:00:00,cloud,17.3,50.9
729,Today730,51,2022-06-08 07:00:00,rain,28.3,122.7
730,Today731,51,2022-06-08 03:00:00,sun,26.3,52.1
731,Today732,95,2022-06-09 01:00:00,sun,17.3,75.3
732,Today733,29,2022-06-09 20:00:00,rain,23.2,76.2
733,Today734,57,2022-06-10 20:00:00,cloud,15.0,49.7
734,Today735,17,2022-06-10 19:00:00,fog,29.7,50.6
735,Today736,16,2022-06-09 20:00:00,fog,20.7,141.8
736,Today737,68,2022-06-09 01:00:00,fog,28.6,16.7
737,Today738,85,2022-06-10 10:00:00,fog,22.7,76.0
738,Today739,87,2022-06-09 12:00:00,fog,20.9,148.0
739,Today740,2,2022-06-11 00:00:00,cloud,29.0,113.8
740,Today741,90,2022-06-10 21:00:00,fog,19.7,147.2
741,Today742,56,2022-06-09 00:00:00,rain,15.1,103.3
742,Today743,54,2022-06-09 01:00:00,fog,18.0,38.8
743,Today744,74,2022-06-09 22:00:00,cloud,23.2,100.1
744,Today745,63,2022-06-11 10:00:00,rain,18.7,21.5
745,Today746,23,2022-06-10 08:00:00,fog,24.0,28.6
746,Today747,97,2022-06-10 20:00:00,rain,20.9,68.4
747,Today748,70,2022-06-10 23:00:00,sun,19.5,106.5
748,Today749,89,2022-06-12 00:00:00,fog,17.1,35.9
749,Today750,88,2022-06-08 15:00:00,sun,16.1,77.7
750,Today751,52,2022-06-10 21:00:00,sun,27.3,79.0
751,Today752,37,2022-06-10 17:00:00,cloud,25.9,54.2
752,Today753,52,2022-06-09 02:00:00,cloud,27.5,8.5
753,Today754,32,2022-06-11 18:00:00,cloud,16.7,79.2
754,Today755,94,2022-06-11 03:00:00,sun,16.2,55.5
755,Today756,84,2022-06-10 05:00:00,fog,23.9,31.9
756,Today757,83,2022-06-11 13:00:00,fog,22.6,121.6
757,Today758,78,2022-06-09 13:00:00,rain,21.0,37.3
758,Today759,18,2022-06-09 23:00:00,cloud,15.3,58.1
759,Today760,31,2022-06-11 14:00:00,fog,17.2,148.7
760,Today761,18,2022-06-08 08:00:00,sun,23.3,124.7
761,Today762,32,2022-06-08 06:00:00,fog,22.8,38.3
762,Today763,96,2022-06-08 20:00:00,cloud,18.3,36.7
763,Today764,76,2022-06-11 03:00:00,cloud,15.0,40.0
764,Today765,8,2022-06-11 14:00:00,fog,23.4,76.4
765,Today766,4,2022-06-10 04:00:00,cloud,29.0,34.7
766,Today767,28,2022-06-10 15:00:00,sun,26.8,124.9
767,Today768,5,2022-06-09 20:00:00,fog,20.4,27.9
768,Today769,62,2022-06-08 18:00:00,rain,21.9,93.1
769,Today770,30,2022-06-08 09:00:00,cloud,23.5,78.9
770,Today771,96,2022-06-09 09:00:00,cloud,27.1,92.7
771,Today772,65,2022-06-11 02:00:00,rain,22.3,59.9
772,Today773,43,2022-06-09 09:00:00,fog,15.8,129.1
773,Today774,20,2022-06-08 20:00:00,fog,19.9,35.6
774,Today775,9,2022-06-11 00:00:00,cloud,15.9,17.7
775,Today776,74,2022-06-11 19:00:00,sun,17.5,44.5
776,Today777,10,2022-06-11 06:00:00,fog,27.8,147.4
777,Today778,37,2022-06-11 08:00:00,rain,24.3,114.3
778,Today779,54,2022-06-10 07:00:00,rain,23.2,32.7
779,Today780,5,2022-06-09 02:00:00,fog,21.8,59.7
780,Today781,28,2022-06-09 19:00:00,cloud,28.7,56.7
781,Today782,45,2022-06-11 11:00:00,rain,26.1,94.1
782,Today783,44,2022-06-09 03:00:00,fog,22.4,68.6
783,Today784,77,2022-06-09 21:00:00,fog,22.4,37.8
784,Today785,76,2022-06-09 00:00:00,fog,16.9,0.3
785,Today786,56,2022-06-09 06:00:00,rain,18.9,83.1
786,Today787,78,2022-06-10 02:00:00,rain,19.4,61.6
787,Today788,51,2022-06-08 01:00:00,fog,26.1,79.2
788,Today789,35,2022-06-09 05:00:00,fog,22.0,123.3
789,Today790,4,2022-06-10 14:00:00,fog,30.0,65.0
790,Today791,3,2022-06-11 01:00:00,fog,17.0,19.2
791,Today792,59,2022-06-11 22:00:00,cloud,28.9,149.8
792,Today793,57,2022-06-08 07:00:00,rain,19.4,86.6
793,Today794,43,2022-06-12 00:00:00,fog,20.4,47.1
794,Today795,28,2022-06-11 10:00:00,cloud,15.7,46.3
795,Today796,28,2022-06-11 13:00:00,cloud,27.2,140.3
796,Today797,69,2022-06-11 23:00:00,rain,26.9,6.0
797,Today798,39,2022-06-11 12:00:00,rain,27.3,93.1
798,Today799,52,2022-06-11 07:00:00,sun,21.8,10.2
799,Today800,41,2022-06-09 13:00:00,fog,15.3,111.7
800,Today801,70,2022-06-08 23:00:00,rain,22.8,108.6
801,Today802,92,2022-06-11 04:00:00,rain,16.2,137.4
802,Today803,94,2022-06-11 05:00:00,fog,24.2,16.9
803,Today804,22,2022-06-08 12:00:00,cloud,16.1,2.9
804,Today805,99,2022-06-10 00:00:00,cloud,28.6,129.7
805,Today806,98,2022-06-11 21:00:00,sun,19.0,79.2
806,Today807,7,2022-06-11 06:00:00,cloud,23.5,133.8
807,Today808,22,2022-06-09 12:00:00,cloud,20.6,31.0
808,Today809,46,2022-06-10 10:00:00,sun,29.7,52.4
809,Today810,99,2022-06-10 17:00:00,fog,24.7,135.8
810,Today811,57,2022-06-11 02:00:00,sun,20.1,18.5
811,Today812,87,2022-06-10 21:00:00,fog,21.7,42.4
812,Today813,30,2022-06-09 05:00:00,rain,28.7,55.4
813,Today814,59,2022-06-08 10:00:00,sun,20.8,83.5
814,Today815,17,2022-06-09 02:00:00,rain,26.2,50.8
815,Today816,85,2022-06-08 02:00:00,sun,28.5,144.5
816,Today817,96,2022-06-08 13:00:00,rain,26.3,18.3
817,Today818,33,2022-06-09 08:00:00,fog,19.8,113.4
818,Today819,41,2022-06-11 08:00:00,cloud,28.9,1.9
819,Today820,54,2022-06-08 06:00:00,rain,21.3,13.3
820,Today821,23,2022-06-10 04:00:00,cloud,27.5,99.6
821,Today822,53,2022-06-08 05:00:00,sun,26.1,38.5
822,Today823,83,2022-06-08 04:00:00,rain,16.8,110.9
823,Today824,86,2022-06-10 16:00:00,rain,17.6,134.3
824,Today825,38,2022-06-08 00:00:00,rain,26.6,18.8
825,Today826,77,2022-06-11 07:00:00,sun,22.4,81.9
826,Today827,29,2022-06-09 18:00:00,fog,21.5,136.2
827,Today828,28,2022-06-08 15:00:00,fog,22.8,101.3
828,Today829,52,2022-06-08 04:00:00,sun,18.9,8.4
829,Today830,65,2022-06-09 02:00:00,cloud,16.4,18.2
830,Today831,46,2022-06-10 12:00:00,fog,26.9,29.7
831,Today832,78,2022-06-08 15:00:00,fog,28.0,62.2
832,Today833,18,2022-06-08 13:00:00,sun,26.8,13.9
833,Today834,13,2022-06-11 22:00:00,rain,30.0,115.7
834,Today835,51,2022-06-08 00:00:00,fog,26.5,23.5
835,Today836,40,2022-06-10 07:00:00,fog,16.9,143.8
836,Today837,42,2022-06-08 16:00:00,rain,15.8,50.9
837,Today838,5,2022-06-09 04:00:00,cloud,18.9,42.6
838,Today839,44,2022-06-09 20:00:00,fog,21.8,60.0
839,Today840,87,2022-06-11 16:00:00,cloud,17.4,57.3
840,Today841,35,2022-06-11 00:00:00,rain,15.8,7.8
841,Today842,7,2022-06-08 06:00:00,cloud,20.6,135.5
842,Today843,34,2022-06-08 13:00:00,rain,25.8,116.7
843,Today844,99,2022-06-09 16:00:00,sun,18.9,14.7
844,Today845,13,2022-06-10 00:00:00,cloud,22.5,42.3
845,Today846,80,2022-06-09 16:00:00,cloud,21.8,31.7
846,Today847,47,2022-06-08 08:00:00,fog,27.3,92.0
847,Today848,56,2022-06-08 01:00:00,rain,28.3,47.2
848,Today849,60,2022-06-09 10:00:00,rain,28.2,41.2
849,Today850,33,2022-06-11 10:00:00,cloud,27.6,131.3
850,Today851,64,2022-06-11 01:00:00,fog,25.8,67.3
851,Today852,62,2022-06-08 16:00:00,fog,27.2,98.5
852,Today853,28,2022-06-10 01:00:00,fog,23.3,123.0
853,Today854,48,2022-06-08 20:00:00,fog,18.8,9.5
854,Today855,11,2022-06-08 08:00:00,rain,28.9,80.4
855,Today856,25,2022-06-11 10:00:00,sun,26.5,12.7
856,Today857,42,2022-06-11 04:00:00,fog,18.5,124.3
857,Today858,84,2022-06-09 08:00:00,sun,29.8,27.8
858,Today859,1,2022-06-08 08:00:00,sun,29.6,148.3
859,Today860,73,2022-06-08 23:00:00,cloud,28.0,18.3
860,Today861,41,2022-06-09 05:00:00,cloud,27.9,30.8
861,Today862,99,2022-06-11 08:00:00,fog,27.8,54.5
862,Today863,89,2022-06-11 12:00:00,sun,22.0,138.6
863,Today864,3,2022-06-09 19:00:00,sun,19.3,55.8
864,Today865,86,2022-06-11 06:00:00,fog,18.1,149.7
