,myclosetid,id,time,temp,hum,dust
491,492,66,2022-06-10 19:00,18.6,30.9,52.7
492,493,68,2022-06-08 11:00,20.7,64.3,65.8
493,494,11,2022-06-08 12:00,25.8,39.7,84.4
494,495,43,2022-06-09 18:00,15,50,56.4
495,496,14,2022-06-09 4:00,18.5,18.5,22.5
496,497,68,2022-06-10 20:00,29,62.2,15.6
497,498,39,2022-06-10 8:00,23.5,54.3,2.3
498,499,74,2022-06-11 2:00,16.5,40.4,35.2
499,500,64,2022-06-10 21:00,21.7,52.3,142.2
500,501,48,2022-06-10 20:00,22.2,61.4,32.6
501,502,74,2022-06-10 9:00,17,30.2,68.4
502,503,12,2022-06-10 1:00,19.6,26.8,137.1
503,504,77,2022-06-10 17:00,17.5,55.2,62.7
504,505,86,2022-06-08 20:00,19.8,68.8,100.8
505,506,85,2022-06-09 20:00,24.6,56.3,34.8
506,507,41,2022-06-10 1:00,23.2,31.1,93.8
507,508,8,2022-06-09 20:00,19.9,15.3,23.4
508,509,7,2022-06-10 1:00,16.6,41.1,28.2
509,510,30,2022-06-08 11:00,26.6,21.1,96.5
510,511,50,2022-06-10 0:00,24.5,23.3,11
511,512,95,2022-06-09 17:00,20.1,47.9,30.7
512,513,32,2022-06-11 9:00,25.1,47.2,8.7
513,514,13,2022-06-09 20:00,21.4,73.3,40.2
514,515,50,2022-06-09 15:00,17.3,75.3,6.1
515,516,91,2022-06-09 17:00,27.6,30.8,127.3
516,517,37,2022-06-08 15:00,28.8,51.5,70.4
517,518,29,2022-06-11 10:00,22.2,21.9,119.6
518,519,50,2022-06-08 19:00,17.5,69.7,133.1
519,520,56,2022-06-10 22:00,20.4,16.8,38.4
520,521,62,2022-06-09 3:00,22.6,28.7,62.2
521,522,87,2022-06-08 18:00,24.5,67.7,130.6
522,523,78,2022-06-08 17:00,23.8,67.4,74.3
523,524,86,2022-06-10 11:00,26,50.3,64.6
524,525,22,2022-06-08 12:00,15.5,19.6,111.4
525,526,98,2022-06-09 17:00,21,71.1,2.6
526,527,78,2022-06-08 23:00,22.7,43.1,67.6
527,528,66,2022-06-10 20:00,29.2,25.3,44.4
528,529,91,2022-06-08 6:00,19,70.9,102
529,530,38,2022-06-11 16:00,19.8,48.7,53.1
530,531,80,2022-06-11 4:00,21.5,13,88
531,532,96,2022-06-12 0:00,20.7,47.7,60.9
532,533,3,2022-06-10 10:00,19.4,36.9,133
533,534,59,2022-06-08 4:00,22.6,31.9,4.2
534,535,93,2022-06-08 2:00,28.7,65.1,69.4
535,536,2,2022-06-11 9:00,29.4,75.6,0.6
536,537,98,2022-06-10 8:00,15.3,54,81.8
537,538,67,2022-06-10 10:00,21.5,58.8,36.5
538,539,46,2022-06-09 4:00,16.5,50.7,91.5
539,540,20,2022-06-11 23:00,26.8,29.4,38.8
540,541,7,2022-06-11 5:00,17.1,44.9,96.4
541,542,12,2022-06-10 0:00,25.7,19,28.3
542,543,62,2022-06-09 14:00,16.1,17,50.4
543,544,18,2022-06-11 4:00,20.9,54.1,142.1
544,545,21,2022-06-09 16:00,21.6,66.8,48
545,546,11,2022-06-09 16:00,17.5,74.2,45.7
546,547,89,2022-06-09 22:00,17.9,23.5,126.1
547,548,67,2022-06-08 22:00,29.8,45.4,128.3
548,549,76,2022-06-08 21:00,28.2,34.2,7.3
549,550,21,2022-06-09 19:00,22,65.3,137.8
550,551,82,2022-06-11 17:00,23.5,48.2,33.4
551,552,21,2022-06-09 0:00,18.2,63.1,98.3
552,553,62,2022-06-08 12:00,16.8,28.2,135.2
553,554,31,2022-06-09 13:00,21.1,48.2,40.8
554,555,80,2022-06-09 5:00,19,29.4,121.2
555,556,16,2022-06-11 4:00,23.9,61.7,92.9
556,557,56,2022-06-10 17:00,23.6,65.3,6.2
557,558,45,2022-06-10 10:00,27.2,75.5,143
558,559,47,2022-06-08 22:00,18.1,20.2,64.9
559,560,77,2022-06-09 21:00,28.7,20.7,127.3
560,561,6,2022-06-11 11:00,28.2,16.2,145.5
561,562,2,2022-06-08 2:00,23,74.2,73
562,563,85,2022-06-11 0:00,20.9,66.4,19.3
563,564,78,2022-06-09 16:00,16.8,22,100
564,565,67,2022-06-09 18:00,22.4,23.3,73.3
565,566,40,2022-06-09 3:00,19.9,38.1,19.7
566,567,40,2022-06-09 18:00,27,72.4,3.3
567,568,31,2022-06-09 23:00,20.1,19.7,136.4
568,569,62,2022-06-09 17:00,27.1,50.9,55.3
569,570,50,2022-06-09 1:00,15.3,27.2,36.3
570,571,93,2022-06-11 15:00,21.5,22,30.6
571,572,88,2022-06-09 14:00,16.8,18.3,107.9
572,573,4,2022-06-09 15:00,21,17.9,88.6
573,574,48,2022-06-11 14:00,18.6,25.4,124.3
574,575,69,2022-06-11 11:00,15.5,58.1,85.7
575,576,19,2022-06-09 15:00,24.7,39.8,145.9
576,577,45,2022-06-09 2:00,16.8,56.4,7.7
577,578,47,2022-06-08 1:00,17.2,24.8,3.1
578,579,72,2022-06-09 3:00,24.3,10.1,84.4
579,580,6,2022-06-08 2:00,20.4,30,80.7
580,581,80,2022-06-08 14:00,16,59,149.1
581,582,65,2022-06-10 3:00,18.6,62.4,7.3
582,583,56,2022-06-11 8:00,26.5,10.9,118.1
583,584,59,2022-06-10 17:00,20.1,54.6,123.3
584,585,35,2022-06-08 3:00,16.8,63.1,144.9
585,586,43,2022-06-10 5:00,25.9,59,112.7
586,587,21,2022-06-10 18:00,19.1,63.5,112
587,588,61,2022-06-11 4:00,28.9,34.4,7.2
588,589,40,2022-06-09 5:00,23.4,60.7,91.2
589,590,33,2022-06-09 18:00,20.3,76.3,11.4
590,591,75,2022-06-10 21:00,18.2,27.1,62.6
591,592,81,2022-06-10 16:00,21.6,69.5,26.2
592,593,50,2022-06-08 13:00,28.6,76.1,130.5
593,594,8,2022-06-09 2:00,16.8,33.3,72.6
594,595,50,2022-06-08 20:00,20.3,22,42
595,596,1,2022-06-09 3:00,21.7,10.1,74.9
596,597,32,2022-06-09 15:00,25.7,56.1,59.6
597,598,70,2022-06-10 5:00,25.9,56.9,63.7
598,599,95,2022-06-10 22:00,29.3,34.2,78.9
599,600,71,2022-06-08 7:00,21.9,37.2,58.8
600,601,24,2022-06-11 20:00,28.8,54.6,106.7
601,602,15,2022-06-09 6:00,27.1,17.8,103.8
602,603,93,2022-06-09 18:00,21.1,69,3.2
603,604,16,2022-06-11 12:00,19.1,55.3,117
604,605,83,2022-06-09 19:00,24.3,16.5,60.7
605,606,40,2022-06-09 5:00,22.5,71.2,114.5
606,607,14,2022-06-08 20:00,28.8,62.3,86.3
607,608,56,2022-06-11 15:00,23,65.9,74.6
608,609,88,2022-06-11 7:00,15.3,46.4,73.3
609,610,60,2022-06-11 16:00,16.3,37.4,30.2
610,611,77,2022-06-08 11:00,23.7,32.7,111.4
611,612,69,2022-06-10 5:00,30,51.2,0
612,613,89,2022-06-10 21:00,23.9,66.2,15.5
613,614,53,2022-06-11 0:00,17.6,63.3,126.3
614,615,21,2022-06-11 8:00,25.7,29.6,13.5
615,616,40,2022-06-08 1:00,21.1,16.7,17.1
616,617,97,2022-06-11 21:00,22.7,19.4,110.3
617,618,52,2022-06-08 12:00,21.2,15.9,140.7
618,619,5,2022-06-10 9:00,17,64.7,25.7
619,620,23,2022-06-11 3:00,21.1,39,32.5
620,621,36,2022-06-10 22:00,27.9,52.5,26.2
621,622,67,2022-06-08 3:00,25.8,60.5,0
622,623,6,2022-06-08 18:00,25.8,51,76.3
623,624,13,2022-06-12 0:00,23.7,79.5,107.5
624,625,80,2022-06-08 14:00,23.8,33.4,139.2
625,626,35,2022-06-11 13:00,15.8,57.5,50.9
626,627,20,2022-06-11 3:00,26.1,68.2,62.6
627,628,85,2022-06-10 5:00,17.7,67.5,144.8
628,629,83,2022-06-10 18:00,29.1,32.1,59.7
629,630,59,2022-06-10 9:00,16.7,61.3,67.6
630,631,6,2022-06-10 5:00,24.9,25.7,138.4
631,632,80,2022-06-10 17:00,19.6,61.6,35.8
632,633,64,2022-06-09 13:00,28.5,26,66
633,634,30,2022-06-09 1:00,24.6,66.4,7.4
634,635,93,2022-06-08 3:00,26.8,47.8,122.6
635,636,85,2022-06-11 2:00,19.6,76.7,61.1
636,637,74,2022-06-08 13:00,16.8,69.1,135.8
637,638,75,2022-06-10 18:00,25.1,59.1,31.5
638,639,99,2022-06-08 0:00,18.9,35.8,7.4
639,640,22,2022-06-10 3:00,16.9,35.5,123.9
640,641,82,2022-06-10 14:00,28.9,48.8,100.9
641,642,39,2022-06-11 2:00,15,28.1,67.3
642,643,3,2022-06-09 17:00,29,25.2,115.2
643,644,80,2022-06-08 1:00,23.8,45.5,56.2
644,645,83,2022-06-11 6:00,25,51.6,125.3
645,646,25,2022-06-08 15:00,27.4,19.6,50.7
646,647,45,2022-06-11 7:00,15,54.8,44.5
647,648,28,2022-06-11 6:00,29.3,52.2,68.4
648,649,56,2022-06-08 21:00,16.4,27.7,91.6
649,650,25,2022-06-08 22:00,21.8,40,138.3
650,651,32,2022-06-09 4:00,29.4,27.1,143.8
651,652,100,2022-06-10 19:00,26.7,29.9,22.3
652,653,66,2022-06-08 20:00,20.2,74.5,49.1
653,654,1,2022-06-12 0:00,24.8,48.5,23.5
654,655,66,2022-06-08 14:00,18.4,56.9,12.4
655,656,40,2022-06-12 0:00,17.7,12.3,100.4
656,657,59,2022-06-11 5:00,29.4,48,1.5
657,658,71,2022-06-09 9:00,28,30.7,93.9
658,659,50,2022-06-08 18:00,25.2,35,101.1
659,660,30,2022-06-11 17:00,28.5,60.6,75.9
660,661,94,2022-06-09 22:00,21.9,69.4,118.6
661,662,21,2022-06-11 14:00,22.3,79.9,140.6
662,663,90,2022-06-09 15:00,22.3,46.2,139.4
663,664,55,2022-06-10 13:00,20.6,25.5,142.7
664,665,99,2022-06-10 11:00,16.3,60.7,85.1
665,666,60,2022-06-11 19:00,23.8,35.2,130.7
666,667,46,2022-06-10 4:00,23.5,13.6,11.6
667,668,47,2022-06-10 14:00,15.1,74.8,31.6
668,669,38,2022-06-08 8:00,22.4,24.4,40.5
669,670,45,2022-06-11 2:00,28.9,32.6,130.9
670,671,48,2022-06-11 19:00,15.9,72.8,43.2
671,672,83,2022-06-09 8:00,16,46.2,99.1
672,673,90,2022-06-11 14:00,28,53.6,51.6
673,674,48,2022-06-09 4:00,25,28.3,28.3
674,675,83,2022-06-08 12:00,17,20.7,18.3
675,676,50,2022-06-08 2:00,23.1,23.2,70.4
676,677,24,2022-06-10 1:00,18.9,35,100.2
677,678,58,2022-06-09 3:00,23.6,49.3,33.4
678,679,18,2022-06-11 14:00,28.9,59.9,10.1
679,680,8,2022-06-11 8:00,28.5,71.9,136.2
680,681,63,2022-06-09 9:00,26,62.9,44.4
681,682,16,2022-06-10 5:00,24.6,43.6,74.5
682,683,13,2022-06-08 15:00,23.6,35.8,55.5
683,684,74,2022-06-10 7:00,19.9,51.1,136.6
684,685,29,2022-06-10 19:00,24.7,68.3,86
685,686,22,2022-06-10 12:00,24.1,54.3,99.5
686,687,2,2022-06-09 21:00,20.9,63.6,105.1
687,688,49,2022-06-11 18:00,29.9,78.5,145.5
688,689,35,2022-06-10 8:00,24.9,49.2,67.4
689,690,91,2022-06-09 22:00,18.1,61.7,124.6
690,691,98,2022-06-11 18:00,15.1,77.6,43.7
691,692,57,2022-06-11 16:00,27,28.8,66.8
692,693,6,2022-06-09 10:00,23.3,13.9,52.9
693,694,90,2022-06-11 13:00,28.4,74.2,133.5
694,695,79,2022-06-11 12:00,20.7,79,122.3
695,696,54,2022-06-08 15:00,28.2,61.4,107.6
696,697,22,2022-06-11 18:00,15.6,46.9,103.1
697,698,99,2022-06-09 14:00,17,80,77.2
698,699,31,2022-06-08 0:00,23.1,24.6,79.7
699,700,3,2022-06-11 12:00,18.7,27.2,56.8
700,701,14,2022-06-09 13:00,23.3,12,18.3
701,702,18,2022-06-09 22:00,25.3,45.7,20
702,703,54,2022-06-09 14:00,24.6,27.4,95.4
703,704,100,2022-06-08 1:00,24.5,63.1,106
704,705,98,2022-06-08 21:00,22.8,42.5,31.4
705,706,23,2022-06-09 8:00,29.5,76.8,113.2
706,707,13,2022-06-09 3:00,17.4,38.7,55.5
707,708,65,2022-06-08 16:00,16.1,56.6,87.3
708,709,84,2022-06-08 7:00,30,65.2,38.2
709,710,96,2022-06-11 1:00,20.2,13.8,113.9
710,711,25,2022-06-09 5:00,15.6,58.5,122.1
711,712,52,2022-06-11 1:00,28.2,36.9,53.5
712,713,94,2022-06-10 15:00,21,69.6,13.4
713,714,6,2022-06-10 0:00,27.4,70.6,51.6
714,715,60,2022-06-08 22:00,18.1,69.9,9.6
715,716,64,2022-06-09 8:00,28,73.4,5.2
716,717,45,2022-06-08 22:00,28.2,71.6,73.4
717,718,5,2022-06-11 10:00,18.7,22.2,145.8
718,719,53,2022-06-10 6:00,19.5,62.3,64.4
719,720,1,2022-06-11 22:00,16.4,70,50.5
720,721,21,2022-06-09 1:00,29,67.6,89.5
721,722,31,2022-06-08 4:00,22,73.4,72.4
722,723,15,2022-06-08 12:00,21.5,67,28.7
723,724,26,2022-06-08 16:00,25.6,29.3,149.3
724,725,88,2022-06-10 0:00,27.8,41.6,140
725,726,35,2022-06-11 3:00,15.3,14,109.7
726,727,39,2022-06-08 12:00,26.8,57,128.1
727,728,71,2022-06-08 6:00,23.7,69.6,81.2
728,729,67,2022-06-10 7:00,29.2,57.5,7
729,730,4,2022-06-09 11:00,24.2,23,145.6
730,731,98,2022-06-08 9:00,25.8,40.5,135.3
731,732,43,2022-06-09 8:00,16.8,61.2,44.9
732,733,36,2022-06-08 8:00,25.7,53.3,108.5
733,734,33,2022-06-11 2:00,24.5,38.2,131
734,735,63,2022-06-08 6:00,27.5,66.1,10
735,736,42,2022-06-09 16:00,17.7,76.6,142.7
736,737,53,2022-06-11 1:00,25.7,64.2,81.1
737,738,35,2022-06-08 8:00,22.3,60.1,78.5
738,739,2,2022-06-10 10:00,25,55.9,43.3
739,740,79,2022-06-11 18:00,19,32.9,19.3
740,741,86,2022-06-10 10:00,29.5,55.1,52.7
741,742,73,2022-06-08 3:00,22.1,37.4,49.1
742,743,87,2022-06-09 1:00,23.1,11.6,91
743,744,35,2022-06-10 17:00,28,15.2,106.9
744,745,25,2022-06-09 23:00,28.2,44.9,10
745,746,86,2022-06-10 9:00,21.9,79.3,97.9
746,747,77,2022-06-08 21:00,20.1,77.8,3
747,748,19,2022-06-09 5:00,24.6,19.7,99.9
748,749,93,2022-06-10 1:00,27.8,41.6,34.1
749,750,35,2022-06-10 1:00,22.8,65.8,76.1
750,751,6,2022-06-08 13:00,19.1,30.5,60.9
751,752,35,2022-06-08 22:00,16.2,15.7,3.6
752,753,1,2022-06-09 15:00,20.8,39.5,113.9
753,754,32,2022-06-08 3:00,16.5,35.9,79.2
754,755,3,2022-06-08 16:00,20.8,12.2,92.7
755,756,38,2022-06-10 21:00,26.8,34.7,23.4
756,757,23,2022-06-09 4:00,25.8,66.4,123.2
757,758,97,2022-06-08 23:00,27.2,74.6,91.8
758,759,1,2022-06-10 12:00,15.2,12.5,87.7
759,760,23,2022-06-11 11:00,19.2,55.1,29.2
760,761,73,2022-06-10 19:00,21.1,34.8,140
761,762,60,2022-06-09 4:00,15.6,57.6,86.1
762,763,29,2022-06-09 23:00,16,64.2,91.3
763,764,66,2022-06-10 7:00,15.4,29.8,92.5
764,765,13,2022-06-10 23:00,25.6,66.8,127.9
765,766,99,2022-06-08 18:00,15.7,79.8,22
766,767,36,2022-06-11 20:00,18.9,75.9,87.1
767,768,95,2022-06-11 2:00,24.4,43.6,73.4
768,769,22,2022-06-11 16:00,25.8,64.7,135.7
769,770,11,2022-06-11 17:00,26.6,72.6,13.7
770,771,48,2022-06-08 20:00,27,66,57.3
771,772,82,2022-06-10 22:00,23,69.2,125.4
772,773,67,2022-06-10 7:00,22.2,73.9,54.9
773,774,41,2022-06-11 4:00,23,10.6,44.7
774,775,76,2022-06-11 3:00,28.5,71.4,127.6
775,776,67,2022-06-11 2:00,28,30.5,69.9
776,777,93,2022-06-11 17:00,24.5,73.4,36.6
777,778,46,2022-06-11 15:00,28.7,25.2,89.5
778,779,67,2022-06-11 11:00,29.8,57,46.8
779,780,23,2022-06-08 3:00,26.6,11.7,123.2
780,781,98,2022-06-10 22:00,16.3,26,6.2
781,782,48,2022-06-08 2:00,22.5,35,71.6
782,783,87,2022-06-10 20:00,17.2,33.4,126.2
783,784,31,2022-06-10 6:00,17.9,25.6,7.2
784,785,82,2022-06-11 4:00,15.2,22.5,56.8
785,786,71,2022-06-11 19:00,26.3,59.9,12.7
786,787,93,2022-06-11 17:00,30,40.2,47.1
787,788,44,2022-06-09 5:00,16,38.4,37.9
788,789,51,2022-06-10 16:00,19.5,24.5,131.3
789,790,73,2022-06-09 7:00,21.1,29.7,129.1
790,791,58,2022-06-10 11:00,24,35.7,106.2
791,792,44,2022-06-11 23:00,22.5,69.9,64.8
792,793,1,2022-06-11 13:00,23.8,52.9,118.9
793,794,25,2022-06-08 19:00,25.4,77.5,112.5
794,795,79,2022-06-09 5:00,21.5,78.4,48.7
795,796,86,2022-06-08 19:00,25.1,52.5,58.3
796,797,7,2022-06-10 9:00,28.7,49.9,127.3
797,798,67,2022-06-11 16:00,29.6,66.6,58.2
798,799,57,2022-06-09 17:00,19,62.9,139.2
799,800,36,2022-06-10 18:00,28.7,79.8,33
800,801,39,2022-06-11 8:00,28.2,49.5,70.4
801,802,97,2022-06-11 13:00,27.7,77.6,116
802,803,91,2022-06-08 21:00,24.8,38.3,33.7
803,804,69,2022-06-11 4:00,18.3,37.6,141.4
804,805,86,2022-06-11 0:00,19,73.6,136.1
805,806,42,2022-06-10 7:00,27.8,53.2,22.8
806,807,5,2022-06-08 21:00,23.2,78.3,97
807,808,4,2022-06-09 13:00,19.1,25.4,49.9
808,809,90,2022-06-08 1:00,24.2,19.3,50.4
809,810,78,2022-06-10 3:00,29.3,60.6,98.4
810,811,76,2022-06-08 4:00,23.9,10.3,28.9
811,812,15,2022-06-10 9:00,23.6,35.8,138.1
812,813,79,2022-06-11 11:00,15.3,72,127.1
813,814,31,2022-06-10 15:00,21,25.1,38.3
814,815,89,2022-06-11 14:00,21.7,73.2,142.8
815,816,81,2022-06-11 21:00,18.9,42.6,62.5
816,817,77,2022-06-10 19:00,19.8,54.8,145.6
817,818,37,2022-06-08 1:00,26.6,36.8,118.8
818,819,22,2022-06-11 9:00,17.6,44.2,141.9
819,820,23,2022-06-08 23:00,16.5,11,95
820,821,27,2022-06-11 23:00,29.4,51.7,4.1
821,822,44,2022-06-10 1:00,28.1,16.6,70.5
822,823,81,2022-06-08 8:00,25.9,20.6,79
823,824,90,2022-06-08 6:00,16.7,44.3,42.5
824,825,49,2022-06-10 23:00,20.7,57.1,45.8
825,826,1,2022-06-08 15:00,29.7,66.1,41.7
826,827,83,2022-06-09 17:00,20,31,145.9
827,828,31,2022-06-09 23:00,23.4,31,13
828,829,50,2022-06-09 12:00,29.5,14.6,70.4
829,830,45,2022-06-08 14:00,22.5,25.3,146.7
830,831,31,2022-06-08 17:00,15.8,24.4,76.1
831,832,35,2022-06-08 16:00,26.6,17.4,97.3
832,833,68,2022-06-10 19:00,24.6,17.2,11.4
833,834,1,2022-06-11 16:00,29.6,47.8,45.6
834,835,20,2022-06-09 5:00,19.4,40.8,118.4
835,836,90,2022-06-09 17:00,28.1,62.7,25.8
836,837,49,2022-06-09 9:00,28.9,19,149.7
837,838,87,2022-06-09 11:00,20.3,66,98.8
838,839,29,2022-06-10 7:00,25.2,59.9,50.5
839,840,20,2022-06-11 16:00,17.4,23.9,128.3
840,841,44,2022-06-09 0:00,18.4,25.2,41.2
841,842,71,2022-06-09 18:00,24.8,22.1,141.1
842,843,32,2022-06-10 5:00,21.5,65.3,142.9
843,844,66,2022-06-08 18:00,23.9,77.3,107.8
844,845,24,2022-06-11 16:00,15.8,18.2,26.4
845,846,12,2022-06-09 13:00,18,32.6,14.9
846,847,92,2022-06-08 4:00,19,70,29.6
847,848,93,2022-06-10 15:00,29.1,76.7,54.7
848,849,32,2022-06-10 2:00,16.4,12.6,21.2
849,850,31,2022-06-08 4:00,23.3,34.2,99.1
850,851,77,2022-06-10 17:00,24.6,21.7,116.8
851,852,41,2022-06-11 15:00,18.9,23.2,76.8
852,853,54,2022-06-09 9:00,22,69.9,58.4
853,854,84,2022-06-11 8:00,25.6,77.8,141.3
854,855,88,2022-06-10 20:00,17.1,52.9,103.1
855,856,54,2022-06-09 6:00,20.4,34.2,25.7
856,857,13,2022-06-09 18:00,15.1,22.5,125.2
857,858,41,2022-06-11 0:00,25.2,67.2,97.6
858,859,50,2022-06-08 14:00,27.3,31.3,84.4
859,860,38,2022-06-09 13:00,20.7,27.3,43.5
860,861,95,2022-06-11 18:00,26.9,52.8,73.3
861,862,85,2022-06-08 4:00,18.1,46.7,42.1
862,863,79,2022-06-11 22:00,20.8,47.8,141.3
863,864,2,2022-06-11 10:00,25,75.7,48.5
864,865,12,2022-06-08 3:00,19.6,13.2,147.4
865,866,5,2022-06-10 20:00,29,13.9,47.7
866,867,83,2022-06-10 5:00,24.5,16.4,28
867,868,89,2022-06-09 21:00,21,38.8,130.8
868,869,44,2022-06-09 22:00,19.2,25.5,136.5
869,870,93,2022-06-08 14:00,18.3,45.7,18.1
870,871,99,2022-06-11 21:00,22.3,31.7,128.2
871,872,57,2022-06-11 22:00,19.5,17.7,89.8
872,873,16,2022-06-08 11:00,17.2,62.1,51.6
873,874,65,2022-06-11 17:00,26.6,12.7,87.3
874,875,61,2022-06-10 11:00,29.9,38.2,17
875,876,28,2022-06-09 3:00,19.1,22.2,136.6
876,877,45,2022-06-11 14:00,27.8,19.5,147.2
877,878,5,2022-06-10 20:00,16.7,62.2,149.4
878,879,40,2022-06-10 13:00,18.3,20.9,91.4
879,880,12,2022-06-10 11:00,28.4,60.1,50.7
880,881,76,2022-06-09 2:00,23.4,76.6,31.7
881,882,88,2022-06-10 5:00,27.5,44.5,68.7
882,883,39,2022-06-09 20:00,23.1,54.7,121.1
883,884,65,2022-06-08 5:00,28.1,66.8,64.2
884,885,77,2022-06-08 20:00,25.7,60.3,129.1
885,886,26,2022-06-09 13:00,24.5,53.4,31.4
886,887,88,2022-06-10 3:00,29.1,19,40.6
887,888,19,2022-06-11 16:00,21.4,30.3,32.7
888,889,45,2022-06-08 10:00,20.7,39.7,14.7
889,890,38,2022-06-11 2:00,18.2,35.7,55.4
890,891,52,2022-06-11 1:00,16.8,67.4,56.1
891,892,98,2022-06-09 6:00,27.3,57.2,67.9
892,893,14,2022-06-11 13:00,26.7,74.7,133.3
893,894,54,2022-06-10 12:00,25.7,62.2,0.8
894,895,51,2022-06-11 3:00,20.8,54.9,132.1
895,896,85,2022-06-10 0:00,19.2,66.6,78.2
896,897,9,2022-06-11 0:00,21.1,79.1,73.9
897,898,45,2022-06-11 22:00,28.6,21.8,80.2
898,899,1,2022-06-10 21:00,26.5,56.7,80.2
899,900,52,2022-06-09 15:00,23.6,42.1,41.1
900,901,94,2022-06-08 21:00,18.4,73.4,62.5
901,902,73,2022-06-09 14:00,28.2,66.5,24.4
902,903,82,2022-06-09 7:00,15.5,22.3,79
903,904,81,2022-06-10 19:00,29,32.3,78
904,905,91,2022-06-08 2:00,25.2,24.8,65.6
905,906,78,2022-06-09 7:00,24.8,50.5,18.4
906,907,1,2022-06-10 20:00,18.6,30.8,63.9
907,908,58,2022-06-08 3:00,17.7,26.8,64.1
908,909,76,2022-06-08 5:00,25.3,50.1,8.7
909,910,69,2022-06-09 5:00,26.7,53.5,70.7
910,911,99,2022-06-09 22:00,26.5,77.1,77.8
911,912,46,2022-06-08 14:00,19.1,70.3,77.4
912,913,85,2022-06-09 1:00,26.1,33,146.8
913,914,12,2022-06-09 18:00,28.1,13,85
914,915,78,2022-06-09 19:00,23.4,51.2,77.5
915,916,98,2022-06-10 1:00,26.4,31.1,38.3
916,917,63,2022-06-10 23:00,23.5,45.1,136.6
917,918,75,2022-06-09 9:00,29.8,50.1,55.8
918,919,50,2022-06-09 17:00,17.4,67.5,99.9
919,920,67,2022-06-11 20:00,23.8,43,55.5
920,921,32,2022-06-08 9:00,15.9,52.1,113.4
921,922,36,2022-06-10 6:00,21.6,34,7.2
922,923,92,2022-06-08 11:00,29.1,64.8,28.9
923,924,71,2022-06-09 9:00,15.3,59.4,106.9
924,925,22,2022-06-09 21:00,24.8,71.8,47.5
925,926,25,2022-06-10 20:00,28.6,44.4,95.9
926,927,12,2022-06-09 20:00,17.2,42.2,95.6
927,928,6,2022-06-11 13:00,21.2,28.8,92.2
928,929,84,2022-06-09 4:00,17.1,71.4,1.8
929,930,74,2022-06-11 1:00,16.4,59.4,85.2
930,931,61,2022-06-09 7:00,28.5,53.1,44.4
931,932,1,2022-06-10 7:00,24.4,72.5,72.5
932,933,82,2022-06-08 3:00,25.1,20.6,95
933,934,95,2022-06-11 11:00,28,73.1,46.1
934,935,50,2022-06-10 7:00,24.1,53.8,89.9
935,936,49,2022-06-11 18:00,23.1,12.5,0.1
936,937,49,2022-06-11 14:00,29.5,62.5,33
937,938,1,2022-06-10 12:00,24,19,111.8
938,939,14,2022-06-12 0:00,22.8,71.5,69
939,940,93,2022-06-11 7:00,23.4,40.1,106.9
940,941,31,2022-06-08 2:00,20.9,32.7,96.9
941,942,74,2022-06-10 20:00,15.9,70.7,57
942,943,7,2022-06-11 9:00,26.1,24.3,78.7
943,944,30,2022-06-10 19:00,20.2,44.2,72.5
944,945,47,2022-06-08 22:00,22.5,11.2,75.5
945,946,78,2022-06-11 13:00,18,34.6,86.6
946,947,29,2022-06-09 6:00,15.7,34.5,111.5
947,948,11,2022-06-09 3:00,20.5,61.2,26.5
948,949,87,2022-06-10 14:00,27.6,64.9,125.1
949,950,97,2022-06-11 9:00,29.3,79.9,62.3
950,951,95,2022-06-11 13:00,16.1,31,92.8
951,952,32,2022-06-08 14:00,19,76.2,128.5
952,953,83,2022-06-08 13:00,18.3,18,103.5
953,954,35,2022-06-08 8:00,23.3,65.2,1.3
954,955,83,2022-06-09 12:00,28.8,75.6,148.4
955,956,11,2022-06-11 13:00,16.9,48.4,122.2
956,957,86,2022-06-09 5:00,27.4,76.6,52.6
957,958,83,2022-06-08 4:00,15.8,37.9,129.3
958,959,22,2022-06-10 14:00,23,36.7,117.9
959,960,63,2022-06-08 15:00,23.6,66.5,148.7
960,961,36,2022-06-10 17:00,16.6,53.1,104
961,962,6,2022-06-08 15:00,29.3,46.1,121.6
962,963,6,2022-06-11 7:00,25.4,77,23.1
963,964,40,2022-06-08 20:00,27.2,76.5,150
964,965,6,2022-06-11 0:00,27.7,35.8,123.4
965,966,51,2022-06-11 18:00,24.5,29.5,137.1
966,967,31,2022-06-10 4:00,28.6,28.8,65.2
967,968,49,2022-06-08 11:00,20.2,11.1,128.6
968,969,70,2022-06-09 22:00,21.2,28.6,58.8
969,970,79,2022-06-09 19:00,19,49.8,5
970,971,37,2022-06-11 3:00,15.2,73.8,5.9
971,972,66,2022-06-08 15:00,21.6,71.6,133.5
972,973,74,2022-06-09 5:00,18.4,56.1,140.1
973,974,49,2022-06-08 21:00,17.4,68.1,99.3
974,975,75,2022-06-09 19:00,24.4,79.6,132.7
975,976,70,2022-06-09 4:00,17.2,76.1,129.2
976,977,43,2022-06-09 13:00,19.9,42.1,64.9
977,978,44,2022-06-08 20:00,28.1,43.5,125.8
978,979,59,2022-06-11 14:00,16.4,28,26.8
979,980,51,2022-06-11 7:00,15.6,67.3,147.4
980,981,85,2022-06-09 0:00,19.4,77.2,90.1
981,982,1,2022-06-11 2:00,20.2,56.6,97.6
982,983,53,2022-06-11 2:00,24.6,37.3,57.1
